#{"t_start": 1786032094.7954583, "env_id": "rendezvous-v1"}
r,l,t
-24459.126827,6,2457.984615
-25330.586077,5,2457.988119
-24453.695046,6,2457.992634
-25328.465575,5,2457.995634
-24459.816952,6,2458.217185
-25321.01838,5,2458.220184
-24454.604004,6,2458.224692
-24459.731502,6,2458.228692
-25314.130597,5,2458.232733
-24446.796605,6,2458.236733
-24455.334428,6,2458.461889
-25321.688866,5,2458.464892
-25316.483605,5,2458.46889
-25313.262205,5,2458.471397
-24461.946493,6,2458.475402
-24446.671547,6,2458.693585
-25328.560851,5,2458.696583
-25314.594904,5,2458.700583
-24446.288788,6,2458.704778
-24452.919429,6,2458.708779
-25311.389659,5,2458.712287
-25321.894,5,2458.927199
-24460.877965,6,2458.931703
-24455.340383,6,2458.936707
-25325.289997,5,2458.939708
-24458.428966,6,2458.944123
-24444.169498,6,2459.165608
-24453.827367,6,2459.169608
-25327.452804,5,2459.17365
-25318.231178,5,2459.176651
-25313.075121,5,2459.179649
-25329.917721,5,2459.183158
-25321.997632,5,2459.405622
-24445.5212,6,2459.409622
-25315.294951,5,2459.413923
-25323.64083,5,2459.416923
-25325.563224,5,2459.419924
-24455.397159,6,2459.639885
-24452.371525,6,2459.644393
-24448.692724,6,2459.648393
-24450.910676,6,2459.652896
-24446.205837,6,2459.656896
-24455.310568,6,2459.875644
-24443.464813,6,2459.880644
-24440.792881,6,2459.884682
-24451.892308,6,2459.888684
-24466.710593,6,2459.892631
-24444.753342,6,2460.108627
-24450.958039,6,2460.113721
-25319.208497,5,2460.116719
-24451.934055,6,2460.12072
-25339.795262,5,2460.124225
-24448.520728,6,2460.129224
-25321.222647,5,2460.350288
-24442.865888,6,2460.354797
-24452.248981,6,2460.358797
-24447.024259,6,2460.363302
-24439.785041,6,2460.368303
-24443.436208,6,2460.585835
-25312.559163,5,2460.588835
-25323.896943,5,2460.592409
-24445.337135,6,2460.597408
-24451.493091,6,2460.601409
-25314.698117,5,2460.825947
-24445.693587,6,2460.829947
-24447.134603,6,2460.835455
-25318.534235,5,2460.838455
-25330.579369,5,2460.841961
-24436.646751,6,2460.845964
-24458.6807,6,2461.070689
-25324.30637,5,2461.073741
-25319.901359,5,2461.077742
-24456.238816,6,2461.081743
-25320.995512,5,2461.084933
-24433.540035,6,2461.301748
-24445.889862,6,2461.305763
-25323.747096,5,2461.309764
-24443.669573,6,2461.313921
-24464.281165,6,2461.317921
-25313.347115,5,2461.546714
-24449.343678,6,2461.550715
-24446.295849,6,2461.554785
-25330.148157,5,2461.557785
-25314.784292,5,2461.561784
-24454.254474,6,2461.565291
-24440.669307,6,2461.794736
-24439.637502,6,2461.798737
-25345.403881,5,2461.801736
-25313.790738,5,2461.805764
-25323.365917,5,2461.808762
-25315.990805,5,2462.027391
-24439.26648,6,2462.03139
-24438.97178,6,2462.035706
-24444.377927,6,2462.039706
-24448.190308,6,2462.044214
-24440.700116,6,2462.272511
-24444.744903,6,2462.277513
-24446.039858,6,2462.281512
-25321.455678,5,2462.284618
-25318.068905,5,2462.288619
-25337.695404,5,2462.291645
-24450.188395,6,2462.518084
-24434.54494,6,2462.521589
-24453.993383,6,2462.525593
-24439.286688,6,2462.529593
-25324.045813,5,2462.533102
-24447.029428,6,2462.751449
-25322.147365,5,2462.755453
-24439.298678,6,2462.759453
-25325.039406,5,2462.762597
-24451.103312,6,2462.766597
-25337.801806,5,2462.770597
-24435.639853,6,2462.992459
-25327.301799,5,2462.996463
-24444.007285,6,2463.000463
-24468.676417,6,2463.004478
-24443.231196,6,2463.008479
-24445.640483,6,2463.228602
-24451.882714,6,2463.232628
-24442.171006,6,2463.237628
-24449.235929,6,2463.241628
-24443.88846,6,2463.244735
-25337.988891,5,2463.469531
-24447.926075,6,2463.473836
-24448.794374,6,2463.477834
-24453.912304,6,2463.481836
-24463.85549,6,2463.485962
-25340.754526,5,2463.702654
-24460.575615,6,2463.706656
-24440.066147,6,2463.710655
-25335.342138,5,2463.714964
-24453.872947,6,2463.718965
-24452.69422,6,2463.943018
-25326.860802,5,2463.946018
-25342.399587,5,2463.950019
-25339.047943,5,2463.953531
-25322.43473,5,2463.956528
-24441.19794,6,2463.960528
-25339.778297,5,2464.17548
-24448.770791,6,2464.179482
-24455.737205,6,2464.183726
-24443.103807,6,2464.188727
-25317.064099,5,2464.191727
-24444.420961,6,2464.410646
-25329.072508,5,2464.414152
-25314.315105,5,2464.41715
-24439.300526,6,2464.421654
-25335.17947,5,2464.424661
-25318.733217,5,2464.42766
-25325.171661,5,2464.652941
-25343.717455,5,2464.656941
-25333.034248,5,2464.65994
-24448.129023,6,2464.664005
-24453.94082,6,2464.669005
-25319.290075,5,2464.672512
-24443.29435,6,2464.885653
-24449.351789,6,2464.889652
-24433.682669,6,2464.893445
-25330.709774,5,2464.897449
-25335.200901,5,2464.900449
-25319.099035,5,2465.116127
-24440.63786,6,2465.120128
-24440.235844,6,2465.124638
-24445.643984,6,2465.128638
-24437.862126,6,2465.132752
-25318.610434,5,2465.358918
-24438.375252,6,2465.363414
-24443.832557,6,2465.367415
-24452.516451,6,2465.371918
-25312.488671,5,2465.375922
-25331.143569,5,2465.378922
-24437.955075,6,2465.59692
-24440.49835,6,2465.600302
-25337.009099,5,2465.60481
-24444.611439,6,2465.60881
-24466.497048,6,2465.61286
-24453.271007,6,2465.832898
-24442.770647,6,2465.836896
-25319.894935,5,2465.840897
-24434.127414,6,2465.844332
-25328.877743,5,2465.848331
-25315.428586,5,2466.061814
-24434.485439,6,2466.065822
-24432.908115,6,2466.069821
-25334.004408,5,2466.073021
-24430.216029,6,2466.077021
-24438.935538,6,2466.298965
-25308.862322,5,2466.302472
-24442.918904,6,2466.306472
-25332.111452,5,2466.310474
-24444.932375,6,2466.313984
-24442.912147,6,2466.317983
-24446.905627,6,2466.536403
-24437.768429,6,2466.540404
-24443.663742,6,2466.544419
-24441.579391,6,2466.548419
-24440.923476,6,2466.552927
-24455.250953,6,2466.775328
-24448.675992,6,2466.77933
-24445.551796,6,2466.78384
-24449.03659,6,2466.787838
-24443.549509,6,2466.791839
-24448.901045,6,2467.009011
-25342.795108,5,2467.012011
-24441.579904,6,2467.016113
-24457.350849,6,2467.020115
-24447.562152,6,2467.024624
-24445.822752,6,2467.250164
-24442.818927,6,2467.254673
-25333.792264,5,2467.258673
-24456.721047,6,2467.262177
-25335.61335,5,2467.26618
-25329.188599,5,2467.484808
-24462.642165,6,2467.488806
-24449.369021,6,2467.49315
-24458.526104,6,2467.497657
-24448.063817,6,2467.501656
-24443.296096,6,2467.713984
-24460.807088,6,2467.718984
-25315.392209,5,2467.722491
-25346.930626,5,2467.725494
-24454.880481,6,2467.729493
-24453.353014,6,2467.734004
-25324.828193,5,2467.949199
-25321.982029,5,2467.952709
-24441.190837,6,2467.956707
-25333.010011,5,2467.960709
-25319.505386,5,2467.964841
-24454.529446,6,2468.186194
-24449.886266,6,2468.190197
-24454.888351,6,2468.194706
-24451.734455,6,2468.199215
-24453.946069,6,2468.203724
-24455.020018,6,2468.419569
-24451.776977,6,2468.424079
-24455.659506,6,2468.42808
-24455.316255,6,2468.432079
-24460.156238,6,2468.436377
-25328.085925,5,2468.440377
-24453.844596,6,2468.663755
-25338.296141,5,2468.667755
-24437.8995,6,2468.671756
-24460.984649,6,2468.676167
-25325.911832,5,2468.679168
-25334.08327,5,2468.905223
-24456.734481,6,2468.909225
-25326.213213,5,2468.912732
-25322.251973,5,2468.916734
-24445.463566,6,2468.920731
-24454.909321,6,2469.139561
-25322.154063,5,2469.143073
-25317.923034,5,2469.147073
-24458.500564,6,2469.151073
-24455.321146,6,2469.155581
-24452.56393,6,2469.159582
-24446.266139,6,2469.382118
-25316.698699,5,2469.386122
-25329.19697,5,2469.389122
-24456.412088,6,2469.393315
-24446.453644,6,2469.397316
-25338.996707,5,2469.624532
-24456.535248,6,2469.628532
-24458.885603,6,2469.633042
-25330.142528,5,2469.636042
-25321.37024,5,2469.640041
-24452.602979,6,2469.644548
-24450.722783,6,2469.876253
-25339.69928,5,2469.880254
-24458.237339,6,2469.883762
-24443.349905,6,2469.887761
-25321.106994,5,2469.891761
-25336.480777,5,2470.115293
-25313.319929,5,2470.119293
-24429.230734,6,2470.122802
-24431.31978,6,2470.126802
-24429.525754,6,2470.130803
-24439.712467,6,2470.35015
-25314.588003,5,2470.354273
-24463.559047,6,2470.358273
-24447.951318,6,2470.361777
-24440.360241,6,2470.365782
-25316.809226,5,2470.369782
-24437.674884,6,2470.591972
-25314.658123,5,2470.596189
-24435.245643,6,2470.600257
-24436.340117,6,2470.604287
-24435.473101,6,2470.608289
-25309.519533,5,2470.832826
-24433.206925,6,2470.836825
-24442.461825,6,2470.840826
-25310.647005,5,2470.843882
-25312.071998,5,2470.847882
-24434.253934,6,2471.071902
-24442.34627,6,2471.075906
-25310.355629,5,2471.078908
-25318.493563,5,2471.082412
-24446.679327,6,2471.086415
-24438.642524,6,2471.090415
-25309.354705,5,2471.31108
-24451.099362,6,2471.315586
-25312.611755,5,2471.319586
-24440.510776,6,2471.323096
-25313.936349,5,2471.327095
-24432.802166,6,2471.550084
-24430.488399,6,2471.554242
-25318.97172,5,2471.557242
-24436.145782,6,2471.562243
-25320.821711,5,2471.565452
-24439.170544,6,2471.785735
-25313.281538,5,2471.789733
-25312.376708,5,2471.793244
-25312.594425,5,2471.796243
-24435.621434,6,2471.800752
-24435.881185,6,2471.80426
-25308.788521,5,2472.0178
-25315.779411,5,2472.0208
-25308.632288,5,2472.02431
-24428.810108,6,2472.02831
-25311.162804,5,2472.03231
-24434.360172,6,2472.036631
-24432.291588,6,2472.266775
-24444.959066,6,2472.270777
-25313.876451,5,2472.273285
-24434.109741,6,2472.277287
-25309.188028,5,2472.281285
-24433.675145,6,2472.503088
-25312.977147,5,2472.506087
-25309.282415,5,2472.509087
-24436.751662,6,2472.513246
-25309.0798,5,2472.516251
-25310.534883,5,2472.520759
-24432.387029,6,2472.736062
-24438.841161,6,2472.740064
-25313.272572,5,2472.744256
-24435.061788,6,2472.748255
-25315.32606,5,2472.751257
-24443.029995,6,2472.969965
-24446.742132,6,2472.974111
-25316.532359,5,2472.978113
-25314.237446,5,2472.981111
-25322.096506,5,2472.985127
-25315.250309,5,2472.989126
-24436.94349,6,2473.218832
-25309.465397,5,2473.222336
-24445.743113,6,2473.226341
-25318.362909,5,2473.23034
-25313.016499,5,2473.233717
-25317.72999,5,2473.467513
-24434.504241,6,2473.472017
-24439.463045,6,2473.476022
-25317.930457,5,2473.480022
-24436.441425,6,2473.484526
-24442.37862,6,2473.704355
-24440.968666,6,2473.708355
-24456.224231,6,2473.712356
-24434.523053,6,2473.71658
-24453.165097,6,2473.720582
-24453.699729,6,2473.937335
-24446.288894,6,2473.941335
-25317.015544,5,2473.94482
-25314.096165,5,2473.947819
-25324.575623,5,2473.950821
-25319.255722,5,2473.954328
-25326.716996,5,2474.17439
-25320.492184,5,2474.177388
-24450.894315,6,2474.18139
-25317.700425,5,2474.184544
-25325.887128,5,2474.188546
-24452.221542,6,2474.192048
-24448.263598,6,2474.412901
-25313.738734,5,2474.416903
-24441.217929,6,2474.420904
-24445.86197,6,2474.42441
-25316.107605,5,2474.428411
-24450.245067,6,2474.647424
-25323.877504,5,2474.651425
-24453.614489,6,2474.65593
-24448.449369,6,2474.65993
-25316.049255,5,2474.662434
-24442.20399,6,2474.883707
-24450.891726,6,2474.887708
-24445.132368,6,2474.892214
-24447.47761,6,2474.896217
-24441.81208,6,2474.901218
-25334.867912,5,2474.904243
-24453.703118,6,2475.120559
-25319.667262,5,2475.124067
-24451.728629,6,2475.129067
-24455.685783,6,2475.132068
-24453.473761,6,2475.137141
-24452.238574,6,2475.351418
-24442.57344,6,2475.355433
-24440.089952,6,2475.359432
-24446.07387,6,2475.363915
-24440.954848,6,2475.367915
-24454.391339,6,2475.585443
-24454.551259,6,2475.589444
-24442.724916,6,2475.593534
-25326.39719,5,2475.596533
-25333.724447,5,2475.600533
-25317.9745,5,2475.820007
-25315.459759,5,2475.82403
-24451.359958,6,2475.828031
-24445.776855,6,2475.832031
-24451.629698,6,2475.836224
-25320.964999,5,2475.839226
-25329.633002,5,2476.05329
-24447.180762,6,2476.057292
-24444.724729,6,2476.062292
-24450.747934,6,2476.066392
-24447.836187,6,2476.070394
-24459.103437,6,2476.285495
-24462.895556,6,2476.289494
-24450.659443,6,2476.293889
-24459.382877,6,2476.297891
-25322.870544,5,2476.30089
-24443.964863,6,2476.519091
-24456.551929,6,2476.522524
-24456.015653,6,2476.526765
-25331.313474,5,2476.529765
-24458.780042,6,2476.534279
-25326.958245,5,2476.754332
-25322.726207,5,2476.75733
-24445.857407,6,2476.761331
-24451.741765,6,2476.765503
-24458.270233,6,2476.7695
-24457.643929,6,2476.993463
-24454.177788,6,2476.997466
-24448.115935,6,2477.001466
-24457.80674,6,2477.006078
-25337.49716,5,2477.009079
-25322.057974,5,2477.012079
-25323.051169,5,2477.230798
-24456.608389,6,2477.235311
-25315.955492,5,2477.238311
-24457.080834,6,2477.244321
-24446.78058,6,2477.248316
-24456.956284,6,2477.463985
-25319.00586,5,2477.466985
-24450.862585,6,2477.470985
-24456.449926,6,2477.475493
-25319.572513,5,2477.478494
-24456.263588,6,2477.696331
-25329.432599,5,2477.700334
-24443.147638,6,2477.704841
-25323.010317,5,2477.708031
-24454.379707,6,2477.712535
-24470.469792,6,2477.716539
-25338.918924,5,2477.935591
-24450.778045,6,2477.939591
-24457.773574,6,2477.9441
-24460.442761,6,2477.948098
-25333.914701,5,2477.952097
-25322.490222,5,2478.169417
-25330.955071,5,2478.17292
-25324.213615,5,2478.175923
-24449.941899,6,2478.179924
-24451.079032,6,2478.184432
-24456.441418,6,2478.188433
-24458.066756,6,2478.407841
-24455.218231,6,2478.412345
-24449.003777,6,2478.416353
-24455.849369,6,2478.420352
-25317.656112,5,2478.42386
-25336.19851,5,2478.655372
-25324.054995,5,2478.65937
-24450.496132,6,2478.662876
-24459.397068,6,2478.666879
-24450.783528,6,2478.670878
-24443.012969,6,2478.894428
-24458.605772,6,2478.898428
-24460.732316,6,2478.902427
-25317.813587,5,2478.905528
-24458.357282,6,2478.910034
-25313.097638,5,2479.127202
-25312.290784,5,2479.131204
-24444.670636,6,2479.135406
-24443.432798,6,2479.139405
-25317.089702,5,2479.142407
-24450.529892,6,2479.147565
-25316.349703,5,2479.368093
-25315.102707,5,2479.371093
-24438.913323,6,2479.375602
-24449.140852,6,2479.379602
-24436.79507,6,2479.383676
-24438.627197,6,2479.604623
-24450.494955,6,2479.609131
-24433.962106,6,2479.612636
-25320.880803,5,2479.615641
-25331.171217,5,2479.620125
-25320.007711,5,2479.623635
-24434.489032,6,2479.840297
-25310.180029,5,2479.843418
-25318.986435,5,2479.847416
-24449.620099,6,2479.851416
-25322.64429,5,2479.854674
-25312.953877,5,2480.070284
-25314.985506,5,2480.073341
-25320.2767,5,2480.077339
-24448.075169,6,2480.081341
-24450.901423,6,2480.085689
-25320.102067,5,2480.089689
-24448.827185,6,2480.307269
-25325.496761,5,2480.311274
-25316.767416,5,2480.31478
-25322.252526,5,2480.31778
-25324.806192,5,2480.32078
-24453.102003,6,2480.539735
-24443.639556,6,2480.544244
-24446.777576,6,2480.548242
-24445.720696,6,2480.552244
-24453.98222,6,2480.557323
-24449.434714,6,2480.779546
-24458.810367,6,2480.784684
-24451.076611,6,2480.788683
-25319.723591,5,2480.791683
-25321.297226,5,2480.794867
-25320.318385,5,2480.798867
-24446.089903,6,2481.02375
-25318.313374,5,2481.02675
-25332.215292,5,2481.029748
-24454.754119,6,2481.034258
-24456.910803,6,2481.039257
-24451.32351,6,2481.259586
-24447.404389,6,2481.262587
-25325.491315,5,2481.267056
-24457.68517,6,2481.271055
-24462.226287,6,2481.275562
-25329.8352,5,2481.279562
-25325.289854,5,2481.501716
-25329.818423,5,2481.505108
-24453.64026,6,2481.509618
-25328.870939,5,2481.512619
-24447.296927,6,2481.517048
-25345.232731,5,2481.737058
-24464.580024,6,2481.742561
-25333.256433,5,2481.745567
-24460.140385,6,2481.749565
-24456.383962,6,2481.754884
-24448.309658,6,2481.982395
-25326.5965,5,2481.985902
-25330.439713,5,2481.989903
-24450.312288,6,2481.993412
-25335.185069,5,2481.997414
-25322.210819,5,2482.000414
-25322.460064,5,2482.213856
-25327.939489,5,2482.217856
-24456.902528,6,2482.222361
-24455.359517,6,2482.226367
-25324.216852,5,2482.230366
-25329.332348,5,2482.233395
-25318.105133,5,2482.464888
-24459.89417,6,2482.468887
-24448.250206,6,2482.472391
-25330.408937,5,2482.476396
-24439.267545,6,2482.480395
-24451.355799,6,2482.706106
-24457.550791,6,2482.711364
-24461.372152,6,2482.71487
-24448.528815,6,2482.718872
-24455.956297,6,2482.72438
-25320.988965,5,2482.945659
-24463.276756,6,2482.94966
-24456.472637,6,2482.953796
-24453.668435,6,2482.958797
-25333.369143,5,2482.961797
-24461.323875,6,2483.200206
-24462.215644,6,2483.204713
-25322.283125,5,2483.207714
-24462.091985,6,2483.211126
-24465.435864,6,2483.215639
-24452.43035,6,2483.220638
-24465.014489,6,2483.439905
-24463.77702,6,2483.444416
-25342.439278,5,2483.447414
-24461.255034,6,2483.451413
-25328.367241,5,2483.454648
-24452.098856,6,2483.680537
-24462.615475,6,2483.684555
-24466.541137,6,2483.689555
-25327.958392,5,2483.693062
-25339.804486,5,2483.696064
-24459.493629,6,2483.916393
-24448.979369,6,2483.920393
-24461.696631,6,2483.924482
-25340.976458,5,2483.92748
-24453.098493,6,2483.931481
-24457.475667,6,2484.155553
-24454.485035,6,2484.159554
-24454.24796,6,2484.163874
-24451.588566,6,2484.167873
-24466.171019,6,2484.172374
-24457.64377,6,2484.392618
-25325.378523,5,2484.396127
-24468.541043,6,2484.400126
-25333.511593,5,2484.404632
-24455.354569,6,2484.407634
-24466.65972,6,2484.411142
-24461.611349,6,2484.639679
-24452.520854,6,2484.644188
-24459.824485,6,2484.648187
-25334.840639,5,2484.651186
-24448.4139,6,2484.655693
-24468.293061,6,2484.878819
-24463.778591,6,2484.882821
-24457.249616,6,2484.887016
-24462.026707,6,2484.891017
-24454.535793,6,2484.895524
-24452.665074,6,2485.112727
-24466.855351,6,2485.117166
-24462.360566,6,2485.121167
-25328.400717,5,2485.12468
-25327.444449,5,2485.127679
-25324.318495,5,2485.348923
-24468.179437,6,2485.352428
-25335.44775,5,2485.356432
-24457.702927,6,2485.361432
-25336.611712,5,2485.364838
-24457.657109,6,2485.36884
-25339.747992,5,2485.584202
-24455.605269,6,2485.588203
-24452.605208,6,2485.592705
-24453.871265,6,2485.596715
-24457.963246,6,2485.600715
-24458.018996,6,2485.828454
-24470.094416,6,2485.832454
-24471.635202,6,2485.837738
-25334.585445,5,2485.841738
-25337.964905,5,2485.845162
-25326.294694,5,2486.060949
-24465.294453,6,2486.065459
-24455.041828,6,2486.070458
-24462.888892,6,2486.074799
-25344.83231,5,2486.0778
-24451.968423,6,2486.0818
-25319.71374,5,2486.298542
-24457.64308,6,2486.302542
-24461.586141,6,2486.306634
-25323.761081,5,2486.309633
-25331.271292,5,2486.313644
-24448.448936,6,2486.532905
-24462.489324,6,2486.53691
-24457.752147,6,2486.54091
-25329.358113,5,2486.543982
-24463.642854,6,2486.548985
-24447.579825,6,2486.761033
-25323.853028,5,2486.764541
-24474.218018,6,2486.768541
-24463.514637,6,2486.772542
-24455.716308,6,2486.777577
-24448.683059,6,2486.996598
-24449.847114,6,2487.000614
-24449.51589,6,2487.005684
-25331.088585,5,2487.008686
-24451.871201,6,2487.012708
-24455.555263,6,2487.016713
-25324.913909,5,2487.24196
-24456.358809,6,2487.24544
-25331.331949,5,2487.249442
-24458.694354,6,2487.253947
-24463.648375,6,2487.257951
-24456.945255,6,2487.476122
-24446.582465,6,2487.48012
-24445.03418,6,2487.484629
-25317.028014,5,2487.488631
-24442.344632,6,2487.492629
-25328.21245,5,2487.709816
-25330.884115,5,2487.713323
-24461.82946,6,2487.717324
-24455.378509,6,2487.721326
-24450.400954,6,2487.724834
-24451.830871,6,2487.944803
-25331.191146,5,2487.948804
-24445.6455,6,2487.952803
-24459.965757,6,2487.956915
-24455.561859,6,2487.960915
-24454.931955,6,2487.964935
-24456.550605,6,2488.177203
-25320.26118,5,2488.181202
-25330.555048,5,2488.184711
-25325.59587,5,2488.187711
-25321.026628,5,2488.190711
-24461.073616,6,2488.408742
-24458.671619,6,2488.413245
-25330.174609,5,2488.416251
-24467.020586,6,2488.42025
-24461.476054,6,2488.423756
-24444.628833,6,2488.652918
-24454.210888,6,2488.657923
-25328.459049,5,2488.660923
-25344.412563,5,2488.664063
-24457.211851,6,2488.668063
-25324.422761,5,2488.672064
-24466.873066,6,2488.896337
-24456.695099,6,2488.900337
-24459.345094,6,2488.904846
-24453.143601,6,2488.908845
-24451.933533,6,2488.912846
-24447.29498,6,2489.134735
-24455.401564,6,2489.139738
-25320.857598,5,2489.14324
-25319.262756,5,2489.146243
-24459.81912,6,2489.150243
-24456.692335,6,2489.365844
-25329.321236,5,2489.369844
-24450.933317,6,2489.374208
-24459.41608,6,2489.378208
-24451.203185,6,2489.38271
-25328.945319,5,2489.385716
-24458.406472,6,2489.601441
-25319.989056,5,2489.604956
-25327.800133,5,2489.607954
-25320.409691,5,2489.611956
-24452.539423,6,2489.615468
-24450.870676,6,2489.835403
-24458.322485,6,2489.839403
-24453.507494,6,2489.843911
-25328.246132,5,2489.846911
-24461.888769,6,2489.850911
-24449.35801,6,2490.072774
-25322.232336,5,2490.076778
-24448.622979,6,2490.080778
-25319.31394,5,2490.084091
-25330.492439,5,2490.08809
-25328.295216,5,2490.091089
-25318.743964,5,2490.314908
-24449.762094,6,2490.318912
-25321.787926,5,2490.322912
-25318.162031,5,2490.326067
-25323.191638,5,2490.330065
-25324.074673,5,2490.333571
-25335.736504,5,2490.555092
-25325.938909,5,2490.559092
-24454.015492,6,2490.563091
-24446.47883,6,2490.566237
-25329.835828,5,2490.570237
-24458.067142,6,2490.789222
-24444.199701,6,2490.792726
-24448.615352,6,2490.79673
-25318.539261,5,2490.80073
-24445.16896,6,2490.80488
-24445.381106,6,2491.02154
-24451.20051,6,2491.026048
-24448.501201,6,2491.030047
-25329.816307,5,2491.033554
-25327.22593,5,2491.036557
-25316.214124,5,2491.040557
-25323.001529,5,2491.262896
-25332.136558,5,2491.266901
-24446.4857,6,2491.270901
-25314.919043,5,2491.274297
-25318.849581,5,2491.277295
-25334.309791,5,2491.281296
-25317.527361,5,2491.503273
-24453.743706,6,2491.50728
-24447.671517,6,2491.511281
-25328.755728,5,2491.514789
-24443.061042,6,2491.519299
-24441.95526,6,2491.749028
-25316.163883,5,2491.753028
-25317.716219,5,2491.756147
-25316.714141,5,2491.760148
-24456.789711,6,2491.763652
-24448.639729,6,2491.768653
-24446.564297,6,2491.990668
-25325.429409,5,2491.994178
-25318.357306,5,2491.997177
-24439.033946,6,2492.001178
-25317.45431,5,2492.005316
-24453.927161,6,2492.220649
-24437.523497,6,2492.224161
-25318.976874,5,2492.228161
-25316.02396,5,2492.23116
-25323.726236,5,2492.234669
-24443.504423,6,2492.238667
-24433.730706,6,2492.457243
-24448.126293,6,2492.461244
-25313.711655,5,2492.464754
-24442.609141,6,2492.468754
-25314.307436,5,2492.472753
-25327.237907,5,2492.701183
-24450.443882,6,2492.705311
-25322.126677,5,2492.709314
-25313.600437,5,2492.712816
-24441.887521,6,2492.716821
-24446.183231,6,2492.935405
-24442.871707,6,2492.939405
-25321.772931,5,2492.94291
-24444.627882,6,2492.946915
-25314.940024,5,2492.950916
-24447.638906,6,2492.955223
-25313.738145,5,2493.171513
-24439.08122,6,2493.175023
-24448.959091,6,2493.179022
-25318.578452,5,2493.183021
-24448.425474,6,2493.18618
-24446.575211,6,2493.405968
-25312.168424,5,2493.40997
-24453.587737,6,2493.414431
-24446.470987,6,2493.418704
-25314.342951,5,2493.421704
-24442.442648,6,2493.64184
-25312.229969,5,2493.645348
-24436.490351,6,2493.649348
-24441.09715,6,2493.653857
-24442.917919,6,2493.657858
-25312.685776,5,2493.661858
-24443.569886,6,2493.88534
-25323.246875,5,2493.88834
-24441.443583,6,2493.892843
-24442.349271,6,2493.896849
-24456.274395,6,2493.900846
-24452.87504,6,2494.118867
-24442.673808,6,2494.122866
-25319.126185,5,2494.127218
-24447.621731,6,2494.131222
-25317.385011,5,2494.134444
-25316.652853,5,2494.353669
-25335.243285,5,2494.357671
-24447.29966,6,2494.361672
-24439.189878,6,2494.36618
-25322.256785,5,2494.37018
-24448.049639,6,2494.373684
-24441.907656,6,2494.597337
-24447.440694,6,2494.601337
-25322.423427,5,2494.605574
-25329.51127,5,2494.608576
-24450.371308,6,2494.613079
-24441.853489,6,2494.832865
-25323.800566,5,2494.83687
-24443.777907,6,2494.84087
-25309.907299,5,2494.844376
-25320.565164,5,2494.848377
-24442.520638,6,2494.851377
-24449.570718,6,2495.070524
-25310.268364,5,2495.074034
-25312.462939,5,2495.077034
-25316.080224,5,2495.080034
-25315.381142,5,2495.083034
-24448.051912,6,2495.307006
-25313.348489,5,2495.310008
-25313.830356,5,2495.313008
-25317.374516,5,2495.316088
-25334.421465,5,2495.319597
-24436.501682,6,2495.324105
-24440.93716,6,2495.54496
-25331.107979,5,2495.548961
-25315.351863,5,2495.55196
-24449.417435,6,2495.556181
-25328.76681,5,2495.560181
-24437.129525,6,2495.776877
-24458.317444,6,2495.781879
-24457.867888,6,2495.785387
-25318.347976,5,2495.789388
-25331.461016,5,2495.792388
-24447.203939,6,2495.796625
-24454.365779,6,2496.015297
-24441.467184,6,2496.019296
-24451.02053,6,2496.023263
-24447.909727,6,2496.02827
-25316.291191,5,2496.031271
-24459.930919,6,2496.255021
-25322.954533,5,2496.259416
-25314.10792,5,2496.262416
-24450.592824,6,2496.26684
-24453.000587,6,2496.27084
-24444.112256,6,2496.511491
-24437.402804,6,2496.514999
-24458.046244,6,2496.519503
-24454.741159,6,2496.524014
-24449.84133,6,2496.528488
-24447.822625,6,2496.747363
-24454.470441,6,2496.751364
-25313.580673,5,2496.754874
-25327.116689,5,2496.758872
-24452.533348,6,2496.763373
-25325.777835,5,2496.766377
-24442.654112,6,2496.983011
-24463.081448,6,2496.987016
-24453.239002,6,2496.991014
-24449.47653,6,2496.995523
-25330.00356,5,2496.998523
-24445.709926,6,2497.225291
-25321.446359,5,2497.228293
-24439.443805,6,2497.232291
-24451.048007,6,2497.236389
-25326.299435,5,2497.23939
-24445.297463,6,2497.459233
-24438.531715,6,2497.463739
-24448.89086,6,2497.467742
-24448.325643,6,2497.471742
-25333.182574,5,2497.476254
-24438.618677,6,2497.685828
-24444.504171,6,2497.69183
-24450.578273,6,2497.695338
-24440.751364,6,2497.699337
-25316.20276,5,2497.703338
-24443.496963,6,2497.707425
-25322.125151,5,2497.923322
-25330.253609,5,2497.927452
-25324.269511,5,2497.930453
-24442.179366,6,2497.934489
-25314.23994,5,2497.93849
-25327.547604,5,2498.150562
-24438.875719,6,2498.155069
-24444.123593,6,2498.160068
-25326.653298,5,2498.163573
-25316.489555,5,2498.166576
-24444.170356,6,2498.170576
-24441.438836,6,2498.392307
-25319.475181,5,2498.395625
-24452.795305,6,2498.399625
-24443.185223,6,2498.403131
-24438.692827,6,2498.407136
-25324.462596,5,2498.680143
-25328.745744,5,2498.683144
-24450.028941,6,2498.688549
-24445.036472,6,2498.691551
-24446.465695,6,2498.696061
-25319.605858,5,2498.910665
-24436.893532,6,2498.915175
-25329.577705,5,2498.918175
-25315.252506,5,2498.922507
-24456.762341,6,2498.926015
-24457.52056,6,2498.930016
-25323.440085,5,2499.145689
-24441.315364,6,2499.149689
-25319.997216,5,2499.153193
-25316.754469,5,2499.156196
-24443.702002,6,2499.161197
