#{"t_start": 1786032094.7954583, "env_id": "rendezvous-v1"}
r,l,t
-2845.313828,30,81.314517
-3464.354988,30,81.544857
-10197.850913,22,81.775064
-3174.440684,30,82.005495
-2479.907913,30,82.231491
-2208.214641,30,82.462427
-4031.729888,30,82.700215
-12207.861639,20,82.932747
-2852.515341,30,83.16538
-2795.361988,30,83.403869
-2262.455573,30,83.624598
-2322.186611,30,83.846288
-9841.937114,22,84.072115
-1234.134174,30,84.294884
-570.331497,30,84.522574
-10699.897291,22,84.538088
-1414.076341,30,84.766508
-13744.355648,19,84.984666
-5938.429172,28,85.199685
-1562.731289,30,85.430531
-10663.853152,20,85.444046
-2710.744165,30,85.662719
-9256.73675,22,85.889145
-2808.067403,30,86.111173
-4887.559752,28,86.331966
-1856.648842,30,86.563341
-4110.732048,30,86.795824
-12338.922636,19,87.071924
-22254.974097,8,87.076924
-19581.51159,11,87.084435
-11051.134207,20,87.310375
-21567.891926,9,87.317375
-20785.173056,10,87.530093
-15400.580829,15,87.539603
-2868.967483,30,87.76258
-1972.726066,30,87.982399
-3778.60589,30,88.208447
-9855.0024,23,88.449256
-4213.978767,27,88.683012
-13075.530118,18,88.694523
-3994.919669,29,88.923468
-9956.944094,23,89.146687
-4594.214876,30,89.364446
-7533.978613,25,89.591693
-1855.267062,29,89.820758
-712.894348,30,90.04045
-1759.029402,30,90.261295
-1627.54915,30,90.486455
-5503.227245,26,90.713736
-1628.247392,30,90.943014
-2350.899948,30,91.171265
-3747.579608,30,91.406778
-19756.692572,11,91.414287
-5274.741968,26,91.638505
-3131.701552,30,92.838524
-3124.841436,30,93.065831
-1662.866953,30,93.287741
-8824.331639,25,93.513068
-17372.580959,14,93.522575
-1281.729604,30,93.742989
-3516.30542,30,93.972374
-2942.466449,30,94.21944
-2105.379661,30,94.434704
-3253.168954,30,94.664602
-2178.163064,30,94.888761
-7414.902081,23,95.106511
-1998.798737,30,95.326081
-11688.164715,19,95.539553
-1714.804999,30,95.772772
-2074.138662,30,96.000468
-3866.352289,30,96.239301
-13184.315825,18,96.250808
-1879.312327,30,96.470392
-2229.015037,30,96.703525
-2262.004828,30,96.930472
-617.747194,30,97.15589
-1215.584235,30,97.386438
-1161.584588,30,97.615572
-9068.960231,22,97.84186
-17601.124457,13,98.054752
-5561.081247,26,98.072264
-15930.86856,15,98.288093
-3314.045445,30,98.517075
-2098.253631,30,98.734082
-8122.519812,25,98.979254
-4157.01076,30,99.206981
-1525.455248,30,99.431762
-930.764043,30,99.661195
-7154.762387,24,99.882546
-1343.715511,30,100.101428
-3729.706567,30,100.327048
-2085.251513,30,100.553068
-1510.554164,30,100.786708
-823.754905,30,101.012968
-1972.810096,30,101.247275
-4439.778991,30,101.481257
-1726.175145,30,101.709478
-2685.835329,30,101.944607
-2371.113373,30,102.168408
-8695.923859,22,102.183587
-3544.425356,28,102.40711
-14651.23203,16,102.621873
-5106.237749,26,102.840721
-1785.973685,30,103.067522
-1381.600346,30,103.291148
-9609.049679,21,103.304658
-12496.61242,18,103.523473
-2658.96891,30,103.770895
-2017.443783,30,103.989766
-1047.315136,30,104.216376
-1157.822809,30,104.446414
-14057.860687,18,104.663637
-1989.389681,30,104.88672
-4710.37725,30,105.11795
-10418.140829,20,105.13197
-1658.39726,30,105.351816
-1503.969858,30,105.582074
-2758.70667,30,105.804006
-5713.741282,25,106.029923
-18744.341767,12,106.037929
-4634.180445,26,106.259201
-626.548848,30,106.494633
-10673.54609,20,106.715551
-1881.618316,30,106.939887
-3065.75114,30,107.167581
-8400.620636,25,107.392124
-5551.228424,28,107.623971
-16277.782457,14,107.63299
-8708.539581,23,107.857573
-3824.242742,30,108.090318
-1956.652773,30,108.31556
-2970.773966,30,108.560061
-2134.326969,30,108.777093
-3913.436965,30,109.004112
-1270.126714,30,109.227609
-3571.731121,30,109.467483
-2414.639949,30,109.68711
-2207.681925,30,109.912679
-812.303017,30,110.148166
-937.636387,30,110.375241
-708.821065,30,110.605731
-5149.025703,26,110.827272
-743.326616,30,111.050409
-1148.322842,30,111.266654
-799.808383,30,111.490517
-877.121659,30,111.717514
-8692.683212,22,111.99441
-16354.221159,14,112.002927
-1221.157607,30,112.231504
-1343.249085,30,112.452571
-2083.972992,30,112.6804
-2377.434989,30,112.908895
-1226.490589,30,113.133784
-4609.020724,27,113.359697
-3274.893783,30,113.608947
-1697.1687,30,113.839118
-1219.695834,30,114.060893
-1558.929844,30,114.29094
-921.447412,30,114.524475
-1354.551398,30,114.750729
-3263.951321,30,114.992658
-1591.168646,30,115.229244
-1489.098582,30,115.452845
-1321.489437,30,115.679233
-1110.704282,30,115.902469
-1486.979667,30,116.137787
-1137.621459,30,116.365575
-1268.531112,30,116.622027
-794.447723,30,116.852404
-913.975102,30,117.081868
-8632.333397,22,117.303867
-1732.784255,30,117.532442
-1492.579174,30,117.752717
-2234.787854,30,117.975338
-15982.270724,15,117.985697
-851.337665,30,118.206346
-864.966931,30,118.436805
-1426.569251,30,118.687253
-1672.509218,30,118.916603
-1196.980691,30,119.146103
-1249.942869,30,119.377709
-1219.131196,30,119.603898
-1716.439477,30,119.827576
-2786.326843,30,120.047589
-1228.565518,30,120.275483
-907.277151,30,120.499913
-1471.167528,30,120.72742
-5834.91593,25,120.956961
-745.079168,30,121.183274
-1321.759545,30,121.406584
-1786.333781,29,121.636412
-746.554332,30,121.867067
-1382.855563,30,122.09135
-1859.94749,30,122.313065
-1169.223873,30,122.539943
-2250.306304,30,122.769871
-1803.311206,30,122.989734
-1511.95938,30,123.209931
-4532.265861,29,123.433563
-2079.850424,30,123.673645
-1806.510326,30,123.898565
-925.608689,30,124.12528
-1388.513747,30,124.354
-1204.940187,30,124.573761
-3145.164654,30,124.800245
-1887.35618,30,125.029073
-1017.409146,30,125.248977
-9603.575921,21,125.466719
-746.346991,30,125.690383
-837.429155,30,125.924021
-19233.199589,11,125.932023
-19396.905504,11,125.939529
-1209.010197,30,126.160528
-784.933296,30,126.392212
-6496.50796,24,126.609264
-790.494169,30,126.840793
-710.812864,30,127.070802
-843.805694,30,127.296178
-817.298844,30,127.520316
-2834.402232,28,127.746014
-1568.256544,29,127.968247
-909.641064,30,128.206721
-1738.64775,30,128.454034
-15509.771829,15,128.673485
-493.254902,30,128.905706
-890.363704,30,129.129699
-908.896943,30,129.352123
-2627.519569,28,129.576118
-1363.411948,30,129.800846
-1039.22549,30,130.032982
-567.2495,30,130.266104
-784.283327,30,130.48828
-991.241136,30,130.707206
-971.372682,30,130.940917
-6103.407731,25,130.957938
-907.198971,30,131.18284
-900.648242,30,131.405792
-1339.579128,30,131.6331
-1729.145387,30,131.861707
-1060.961217,30,132.088013
-7449.383095,24,132.312619
-1272.942892,30,132.536571
-1546.027411,30,132.759449
-1655.434548,30,132.986744
-1693.112502,30,133.206694
-2297.659575,30,133.446906
-2301.327824,30,133.667146
-607.184089,30,133.899852
-1649.087234,30,134.12175
-2784.319817,28,134.352913
-868.568584,30,134.588724
-1313.885746,30,134.813718
-1356.529163,30,135.035915
-681.489655,30,135.256657
-5645.690136,25,135.474973
-514.824254,30,135.701474
-641.286461,30,135.929063
-699.06315,30,136.159105
-6537.35155,24,136.380912
-789.149236,30,136.60617
-899.124286,30,136.832741
-765.295408,30,137.056334
-1874.893925,30,137.280741
-1263.393247,30,137.501942
-594.723698,30,137.731982
-615.447578,30,137.961982
-10470.00582,20,137.976
-765.044552,30,138.192251
-785.64479,30,138.438775
-3512.332157,27,138.66827
-536.939062,30,138.89663
-2792.427747,28,139.119016
-414.142256,30,139.347424
-10922.865066,20,139.56566
-916.489408,30,139.797586
-699.764977,30,140.017913
-7593.120457,23,140.238292
-725.966838,30,140.470644
-665.617065,30,140.688612
-8613.885053,22,140.703125
-784.102884,30,140.928742
-701.598913,30,141.155142
-732.750392,30,141.382461
-742.733606,30,141.616939
-662.389262,30,141.839637
-521.758854,30,142.06224
-464.419363,30,142.2894
-762.462932,30,142.50628
-8460.17624,22,142.735128
-683.904184,30,142.961571
-723.94355,30,143.186399
-582.161789,30,143.443363
-1204.493016,30,143.681575
-1446.248538,30,143.905452
-1378.481918,30,144.136431
-534.789702,30,144.368536
-778.600821,30,144.594179
-1004.428291,30,144.826982
-867.978971,30,145.056505
-7370.282725,23,145.274482
-754.931325,30,145.501541
-5425.955384,25,145.719565
-600.445653,30,145.94824
-482.935747,30,146.16996
-3528.229602,27,146.384233
-1051.380094,30,146.606476
-9423.344564,21,146.620985
-1530.947833,30,146.857185
-1061.673188,30,147.085799
-540.757051,30,147.307014
-826.89552,30,147.521903
-1446.981718,30,147.756139
-622.636146,30,148.009116
-416.45936,30,148.230602
-744.500886,30,148.452367
-10606.780509,20,148.675052
-643.066205,30,148.906444
