#{"t_start": 1786032094.7954583, "env_id": "rendezvous-v1"}
r,l,t
-22199.050872,8,1401.084671
-22185.971638,8,1401.296611
-21229.972442,9,1401.302612
-21286.47016,9,1401.309118
-22197.383535,8,1401.314623
-22195.985121,8,1401.524815
-21209.58408,9,1401.530322
-23243.777862,7,1401.535828
-23223.033002,7,1401.540333
-21276.013203,9,1401.75258
-22176.412089,8,1401.757085
-21259.356798,9,1401.763084
-23249.856534,7,1401.978682
-21292.132805,9,1401.984679
-22262.683895,8,1401.990186
-21285.068351,9,1401.995695
-23201.505616,7,1402.203456
-21323.551359,9,1402.20997
-22204.683715,8,1402.214972
-21242.522012,9,1402.424545
-23243.438701,7,1402.430052
-22170.795817,8,1402.434554
-21250.586901,9,1402.441561
-23234.338093,7,1402.652443
-22206.193632,8,1402.657952
-21272.850211,9,1402.663952
-22172.955453,8,1402.668465
-23248.808348,7,1402.930282
-22266.363737,8,1402.935789
-21219.272619,9,1402.941793
-21223.218501,9,1402.948063
-22221.027625,8,1403.160556
-22229.936944,8,1403.16606
-23266.676594,7,1403.171064
-21281.996903,9,1403.388896
-21241.570637,9,1403.395397
-21329.608196,9,1403.401402
-22172.020299,8,1403.406911
-23231.930034,7,1403.613131
-22231.823668,8,1403.618637
-22230.031536,8,1403.623639
-22265.96268,8,1403.628784
-22262.489919,8,1403.844013
-21234.580226,9,1403.850021
-22261.842049,8,1403.855028
-22255.703938,8,1404.066311
-23211.39932,7,1404.070313
-23220.41373,7,1404.07582
-22185.673191,8,1404.080823
-23233.968598,7,1404.296247
-22284.544137,8,1404.301251
-23234.812078,7,1404.30576
-22277.121785,8,1404.311758
-22182.036516,8,1404.527243
-23232.678941,7,1404.531243
-21216.062205,9,1404.537749
-22275.846543,8,1404.542748
-22176.915356,8,1404.753302
-22198.817142,8,1404.758814
-22172.124453,8,1404.763813
-21343.440199,9,1404.770319
-22191.435494,8,1404.987432
-23232.258247,7,1404.992432
-22250.534273,8,1404.997944
-22256.715122,8,1405.002944
-22212.63622,8,1405.217126
-21322.835592,9,1405.223127
-22175.239933,8,1405.229225
-22263.305541,8,1405.455723
-22289.391267,8,1405.460724
-23157.588599,7,1405.465802
-22260.330315,8,1405.470803
-21224.429769,9,1405.674866
-22256.06014,8,1405.679868
-22260.887563,8,1405.685911
-21286.735456,9,1405.691915
-21284.998532,9,1405.900855
-22172.146607,8,1405.905357
-22209.722756,8,1405.911364
-23257.688573,7,1406.119715
-22218.721705,8,1406.125774
-23168.709666,7,1406.130773
-22233.483901,8,1406.135274
-23177.462126,7,1406.35044
-23210.427476,7,1406.354941
-22306.639537,8,1406.360459
-22265.836103,8,1406.365963
-23256.244253,7,1406.587923
-23247.635917,7,1406.592922
-23217.831047,7,1406.597429
-23184.268269,7,1406.602428
-23237.942365,7,1406.606935
-22213.527906,8,1406.810771
-22315.960801,8,1406.816008
-22298.488319,8,1406.821011
-23184.166965,7,1407.025452
-23189.324336,7,1407.030457
-23174.693547,7,1407.034958
-23176.171395,7,1407.038962
-22228.882378,8,1407.045463
-23188.062884,7,1407.25342
-22266.612273,8,1407.26043
-22233.282779,8,1407.265934
-22235.247325,8,1407.475914
-23219.084226,7,1407.481918
-23181.001138,7,1407.487425
-23210.906604,7,1407.492577
-23171.291072,7,1407.497088
-23181.378568,7,1407.726412
-23212.151351,7,1407.732416
-23172.87337,7,1407.737926
-23189.186774,7,1407.742926
-23224.399667,7,1407.957446
-22227.653316,8,1407.963451
-22234.350094,8,1407.96996
-23198.330569,7,1407.97496
-23188.165052,7,1408.187618
-22263.495944,8,1408.192616
-23222.987105,7,1408.198123
-22220.525388,8,1408.203121
-22297.303807,8,1408.416044
-23190.712992,7,1408.421049
-22278.417382,8,1408.426199
-23174.649578,7,1408.431203
-22290.029729,8,1408.639388
-22211.822134,8,1408.64489
-22216.119741,8,1408.649897
-22311.710464,8,1408.655395
-23229.327615,7,1408.862798
-22301.334594,8,1408.868307
-23169.267956,7,1408.872308
-23171.692745,7,1408.877372
-23212.138862,7,1409.093059
-23214.315746,7,1409.097571
-23171.754544,7,1409.101571
-22215.182103,8,1409.107079
-23173.906405,7,1409.318619
-22235.657329,8,1409.32362
-22216.735318,8,1409.32913
-23176.053396,7,1409.33413
-22311.694278,8,1409.54947
-23175.198415,7,1409.55347
-23170.049152,7,1409.55848
-23176.67626,7,1409.563483
-22280.328882,8,1409.769274
-23205.283839,7,1409.774274
-22320.444845,8,1409.780406
-22329.519675,8,1409.785405
-22222.345695,8,1410.01719
-23227.733106,7,1410.022188
-23192.820512,7,1410.027279
-23246.863369,7,1410.032282
-23174.364427,7,1410.249693
-23237.581794,7,1410.253692
-23177.972884,7,1410.259706
-23184.045466,7,1410.263706
-22281.59945,8,1410.474407
-23187.08236,7,1410.479437
-23195.616321,7,1410.484437
-23184.32347,7,1410.488457
-23173.823128,7,1410.494457
-22295.188618,8,1410.706805
-22346.809136,8,1410.712804
-22214.313972,8,1410.718317
-23254.734338,7,1410.941548
-23228.058688,7,1410.947055
-22283.841477,8,1410.952055
-23263.955469,7,1410.956558
-22301.851626,8,1411.170018
-22332.922883,8,1411.175021
-23245.258202,7,1411.180204
-22226.747828,8,1411.185204
-23176.69973,7,1411.394025
-23179.623455,7,1411.398532
-23171.26867,7,1411.403531
-22313.326659,8,1411.410041
-23199.610447,7,1411.41404
-23258.18255,7,1411.625239
-23174.767988,7,1411.630421
-23268.347115,7,1411.635102
-22329.167957,8,1411.640108
-23229.71305,7,1411.849267
-23177.683324,7,1411.854265
-23263.884351,7,1411.858773
-22347.036376,8,1411.864045
-22292.96257,8,1412.074246
-23267.967392,7,1412.079323
-22308.386146,8,1412.084324
-22352.93579,8,1412.089776
-23260.734368,7,1412.298153
-23181.753639,7,1412.303153
-23263.250931,7,1412.30744
-22301.287073,8,1412.31344
-23245.186639,7,1412.527616
-23232.071349,7,1412.531615
-23277.33788,7,1412.536121
-23264.36771,7,1412.541123
-23266.126318,7,1412.74668
-23193.111541,7,1412.751681
-23178.208014,7,1412.756188
-23257.435292,7,1412.760188
-22301.739834,8,1412.973341
-23185.641457,7,1412.978836
-22335.494209,8,1412.983836
-23240.083576,7,1412.988348
-22304.692816,8,1413.193636
-23266.952,7,1413.199145
-23261.590955,7,1413.204144
-22300.343231,8,1413.209155
-23261.452467,7,1413.422559
-23231.784584,7,1413.428069
-23221.720171,7,1413.433068
-23268.532503,7,1413.437577
-22330.913248,8,1413.443579
-23188.677971,7,1413.654543
-22288.869363,8,1413.659874
-23185.754478,7,1413.665378
-23234.951898,7,1413.669886
-23255.758869,7,1413.886642
-23220.716231,7,1413.891642
-23178.608823,7,1413.895644
-23203.602744,7,1413.900664
-23229.666364,7,1414.107215
-23196.288736,7,1414.112219
-24247.821413,6,1414.116544
-22340.08761,8,1414.121542
-23255.640152,7,1414.335408
-22229.112398,8,1414.340477
-23190.256566,7,1414.345478
-22243.084169,8,1414.351807
-23171.231262,7,1414.565734
-22341.858496,8,1414.57074
-23252.416209,7,1414.575242
-23220.747748,7,1414.580248
-23254.656734,7,1414.786722
-23179.245524,7,1414.791721
-22327.342876,8,1414.797226
-22302.47023,8,1414.803228
-23172.232144,7,1415.030406
-23203.064314,7,1415.034405
-23181.421193,7,1415.039915
-23171.708263,7,1415.043915
-23250.846697,7,1415.048429
-23239.818836,7,1415.259393
-22289.002293,8,1415.263899
-23170.51913,7,1415.269408
-23261.359287,7,1415.274406
-24249.618251,6,1415.49003
-23256.119474,7,1415.495533
-23246.301878,7,1415.500538
-22306.060193,8,1415.506552
-23191.1874,7,1415.722366
-23245.58512,7,1415.726869
-23236.256323,7,1415.731871
-23247.005127,7,1415.736376
-23177.380989,7,1415.946346
-23179.624496,7,1415.951347
-23171.234716,7,1415.955848
-22275.620985,8,1415.961854
-22331.810097,8,1416.171476
-23172.737949,7,1416.176981
-23180.072379,7,1416.181983
-24252.43515,6,1416.185485
-23266.925204,7,1416.190489
-23269.018879,7,1416.402287
-23173.046095,7,1416.40679
-23269.899046,7,1416.411792
-23247.805672,7,1416.416294
-22312.921033,8,1416.624711
-23268.342903,7,1416.629224
-23263.602184,7,1416.634225
-23254.96739,7,1416.639737
-23220.859673,7,1416.846483
-23176.469591,7,1416.851485
-22214.007991,8,1416.856989
-23253.555282,7,1416.861994
-22318.789597,8,1417.075348
-23249.487666,7,1417.080353
-22270.089345,8,1417.085853
-23264.705605,7,1417.090857
-22310.128984,8,1417.299597
-23172.924772,7,1417.303597
-22221.499569,8,1417.309727
-22339.023158,8,1417.314727
-23178.472564,7,1417.513788
-23202.330631,7,1417.519297
-23189.776782,7,1417.523296
-23205.835709,7,1417.527807
-22295.238705,8,1417.741579
-23267.241036,7,1417.747026
-22356.572951,8,1417.752027
-22311.512838,8,1417.757534
-22286.203872,8,1417.961375
-22336.905555,8,1417.96688
-22324.986212,8,1417.972883
-22292.891519,8,1417.978393
-22308.01689,8,1418.187838
-23223.173027,7,1418.191838
-23195.0335,7,1418.197006
-22219.917625,8,1418.203004
-22217.800747,8,1418.422607
-22255.918523,8,1418.428112
-23176.609737,7,1418.433113
-22287.742908,8,1418.438619
-22222.419634,8,1418.64784
-23176.996626,7,1418.652839
-22297.18624,8,1418.657346
-24228.868246,6,1418.66135
-23225.807309,7,1418.881776
-22334.058706,8,1418.88728
-23190.373585,7,1418.892283
-23229.649676,7,1418.896791
-23191.490672,7,1419.165837
-22319.07241,8,1419.17085
-23181.817169,7,1419.175849
-22214.421054,8,1419.182092
-23170.357714,7,1419.394214
-23195.134923,7,1419.400722
-23262.145754,7,1419.40472
-23196.073975,7,1419.409228
-22315.924779,8,1419.625758
-22204.064325,8,1419.631764
-22258.2636,8,1419.637061
-22244.280511,8,1419.642061
-22252.018556,8,1419.912125
-22323.057439,8,1419.917634
-22205.260202,8,1419.922636
-23171.253974,7,1419.927743
-23220.301265,7,1420.154618
-23169.542663,7,1420.160124
-22314.004031,8,1420.165629
-22332.439304,8,1420.171137
-23198.185512,7,1420.391041
-23171.578966,7,1420.396548
-23174.501784,7,1420.400547
-23257.632171,7,1420.405547
-22238.879305,8,1420.619984
-23171.960985,7,1420.623984
-23206.211689,7,1420.629104
-22315.644753,8,1420.634104
-23217.699737,7,1420.849986
-23220.963511,7,1420.854987
-22321.623159,8,1420.860055
-22291.698001,8,1420.866565
-22322.681285,8,1421.068228
-23171.660965,7,1421.073733
-23174.351027,7,1421.078931
-23200.961034,7,1421.082928
-22204.353102,8,1421.285627
-22205.278991,8,1421.291712
-23211.777003,7,1421.296886
-23172.536327,7,1421.301888
-23195.045586,7,1421.305886
-23218.547668,7,1421.516827
-23228.006092,7,1421.521829
-22266.490215,8,1421.526946
-23249.86236,7,1421.530951
-22271.721046,8,1421.754462
-23205.634923,7,1421.759972
-23171.671493,7,1421.763969
-22215.881526,8,1421.769975
-22333.45283,8,1421.989582
-22258.02786,8,1421.994585
-22235.725028,8,1422.001096
-22338.314096,8,1422.2143
-22233.213077,8,1422.21981
-22244.517624,8,1422.226315
-22218.699587,8,1422.231322
-22229.256119,8,1422.438094
-23252.076109,7,1422.443094
-23203.67639,7,1422.447599
-22258.680362,8,1422.453601
-23237.816264,7,1422.663787
-23247.710101,7,1422.669294
-23177.618318,7,1422.673804
-23193.928199,7,1422.678854
-23220.521269,7,1422.682854
-23182.204336,7,1422.893905
-23211.675502,7,1422.899083
-22277.238515,8,1422.904084
-23192.86675,7,1422.909159
-22210.546064,8,1423.117183
-22218.0593,8,1423.123183
-23186.462972,7,1423.127695
-22302.355326,8,1423.132694
-23169.272172,7,1423.346157
-22208.936887,8,1423.351177
-22300.96729,8,1423.356679
-23174.92224,7,1423.361686
-22327.973396,8,1423.573509
-23193.389534,7,1423.578017
-23207.481096,7,1423.583015
-22351.48278,8,1423.587519
-23179.88495,7,1423.798126
-23257.895862,7,1423.803126
-22319.515564,8,1423.808263
-22274.079501,8,1423.814264
-23171.726671,7,1424.026181
-23173.172644,7,1424.030589
-23173.233505,7,1424.034591
-23177.802802,7,1424.041104
-23199.320598,7,1424.253871
-22318.920451,8,1424.259286
-22222.776454,8,1424.264286
-22209.09544,8,1424.270793
-22274.228166,8,1424.479068
-23177.633424,7,1424.483067
-22244.99213,8,1424.488572
-23261.409461,7,1424.493575
-22255.38714,8,1424.71348
-23178.60069,7,1424.717986
-23233.703542,7,1424.722986
-22299.654557,8,1424.727493
-23175.635887,7,1424.939596
-22209.270179,8,1424.944597
-23202.694199,7,1424.95011
-23167.490419,7,1424.955112
-22243.489437,8,1425.196138
-24214.309759,6,1425.200434
-22300.064977,8,1425.204433
-22276.413642,8,1425.210448
-23234.283838,7,1425.420429
-22288.60591,8,1425.424428
-23177.381673,7,1425.429941
-23201.930657,7,1425.434942
-23171.493398,7,1425.649264
-23230.521894,7,1425.654262
-23244.414344,7,1425.658768
-23171.231913,7,1425.663771
-22268.742499,8,1425.879121
-23165.241793,7,1425.884122
-23164.997411,7,1425.888634
-22253.896393,8,1425.893635
-22199.490164,8,1426.130303
-21342.980361,9,1426.137365
-22281.06812,8,1426.142365
-22206.661509,8,1426.148876
-22198.525607,8,1426.367708
-22277.827625,8,1426.373711
-22281.104415,8,1426.379394
-22208.757336,8,1426.384394
-23183.35426,7,1426.603433
-23199.367935,7,1426.608942
-23189.616496,7,1426.61294
-23167.756742,7,1426.617444
-22288.948466,8,1426.824834
-23166.601153,7,1426.830341
-22271.316233,8,1426.835341
-23216.437475,7,1426.840853
-22265.004441,8,1427.052496
-21256.587631,9,1427.059001
-22212.298976,8,1427.064377
-22267.376427,8,1427.274488
-22290.132314,8,1427.280014
-23241.457953,7,1427.285012
-22204.436546,8,1427.290518
-22230.999959,8,1427.49594
-23263.242541,7,1427.500446
-22261.551541,8,1427.505951
-23215.942982,7,1427.510955
-23230.936202,7,1427.724032
-23216.059681,7,1427.729167
-23182.973315,7,1427.734167
-23167.47419,7,1427.738674
-23202.35619,7,1427.743675
-23205.86361,7,1427.952779
-23270.322464,7,1427.957288
-22197.808876,8,1427.96329
-22209.357501,8,1427.968796
-22214.914354,8,1428.169306
-22203.716039,8,1428.175306
-23255.819702,7,1428.18033
-22204.641016,8,1428.185329
-22265.373975,8,1428.40038
-23250.834627,7,1428.405379
-22193.950054,8,1428.410495
-22207.816852,8,1428.603797
-23260.852863,7,1428.608305
-22199.061657,8,1428.613308
-22210.491201,8,1428.618811
-22187.89146,8,1428.836694
-22276.759942,8,1428.8427
-21363.464422,9,1428.848209
-23268.192259,7,1428.854211
-22314.425538,8,1429.066457
-22309.740219,8,1429.072461
-23272.730473,7,1429.076476
-22260.279147,8,1429.081481
-22280.780556,8,1429.287091
-23168.046237,7,1429.292091
-22260.085535,8,1429.297593
-22289.050728,8,1429.302595
-21288.563813,9,1429.532061
-23228.975008,7,1429.535062
-23233.833386,7,1429.541571
-23168.552799,7,1429.546075
-22218.35736,8,1429.758405
-23200.658634,7,1429.763406
-22221.285656,8,1429.768919
-22228.503858,8,1429.773918
-23255.83126,7,1429.988123
-22233.349794,8,1429.994124
-23243.502669,7,1429.998633
-23218.90566,7,1430.003631
-23218.911184,7,1430.232985
-21279.947707,9,1430.239499
-23247.164386,7,1430.2445
-22200.038348,8,1430.249014
-21315.230522,9,1430.467284
-22218.459186,8,1430.472286
-21288.252455,9,1430.478792
-22212.930887,8,1430.689407
-22235.094803,8,1430.694408
-22232.904928,8,1430.699914
-22240.739194,8,1430.704914
-23251.793032,7,1430.922064
-22214.009001,8,1430.928334
-23173.121522,7,1430.933336
-21284.699485,9,1430.938843
-22205.86274,8,1431.14237
-23260.22053,7,1431.147531
-22215.853722,8,1431.152531
-22262.850763,8,1431.158012
-21269.616599,9,1431.37251
-22231.722818,8,1431.378133
-21275.537224,9,1431.384137
-22247.334585,8,1431.599349
-22205.63858,8,1431.604544
-22212.509272,8,1431.610049
-23215.461162,7,1431.614048
-22221.810727,8,1431.824766
-22209.935514,8,1431.830276
-22220.194569,8,1431.835277
-22215.115926,8,1431.840391
-23193.352174,7,1432.050963
-22212.373255,8,1432.054963
-23219.044378,7,1432.061469
-22210.159113,8,1432.066969
-23207.130297,7,1432.289678
-22218.393886,8,1432.295679
-22279.517226,8,1432.30069
-21294.76478,9,1432.307192
-23205.964943,7,1432.518831
-22224.171202,8,1432.52383
-23190.932879,7,1432.528337
-22229.044796,8,1432.534342
-23177.824388,7,1432.747523
-22229.693554,8,1432.752526
-22220.963725,8,1432.758661
-22265.736338,8,1432.97026
-23174.337591,7,1432.975263
-22236.983305,8,1432.98084
-22268.473444,8,1432.986342
-22238.425973,8,1433.205263
-22227.20548,8,1433.21077
-22229.782298,8,1433.216274
-22216.839292,8,1433.221307
-22226.769924,8,1433.423128
-22235.077668,8,1433.429638
-22224.837436,8,1433.434638
-23173.424787,7,1433.439097
-22218.192522,8,1433.663657
-23193.53165,7,1433.668161
-22210.100575,8,1433.674164
-23190.405011,7,1433.678671
-23172.907777,7,1433.896533
-23210.58349,7,1433.90104
-22236.329484,8,1433.906543
-23216.480542,7,1433.911554
-23206.191009,7,1434.128797
-23176.64012,7,1434.133797
-23194.134467,7,1434.138302
-22218.018544,8,1434.144305
-22211.161355,8,1434.359827
-22221.893752,8,1434.364827
-22232.559957,8,1434.371336
-22207.507535,8,1434.37684
-23220.951407,7,1434.59007
-23175.888796,7,1434.595071
-22212.302659,8,1434.599577
-22260.038598,8,1434.605584
-21279.708592,9,1434.814353
-22236.867394,8,1434.819865
-22209.345942,8,1434.824864
-21288.085548,9,1435.056576
-23193.520861,7,1435.062088
-22236.691288,8,1435.067592
-22257.711838,8,1435.073595
-23205.101664,7,1435.285581
-23201.788596,7,1435.291087
-22229.013328,8,1435.295089
-22242.321841,8,1435.301595
-21293.080274,9,1435.512251
-23173.863905,7,1435.51776
-23241.272312,7,1435.521762
-23193.843497,7,1435.527269
-23246.197541,7,1435.73698
-22223.484319,8,1435.742983
-22234.298704,8,1435.748487
-22213.565483,8,1435.753492
-21266.558964,9,1435.978524
-23173.210972,7,1435.98303
-22226.788817,8,1435.989538
-23211.056646,7,1435.99354
-22221.847901,8,1436.204488
-22201.920966,8,1436.209996
-22218.902662,8,1436.2155
-23217.544533,7,1436.221006
-22214.788024,8,1436.436569
-22201.324725,8,1436.441572
-22203.452776,8,1436.447074
-22206.608126,8,1436.452078
-22228.213767,8,1436.678012
-23189.94223,7,1436.682522
-22203.46174,8,1436.688037
-22283.210997,8,1436.694041
-22215.398896,8,1436.915465
-22225.03257,8,1436.92097
-21276.831817,9,1436.927478
-22211.999825,8,1437.133183
-22243.705696,8,1437.137687
-22221.591884,8,1437.14369
-22209.279846,8,1437.148956
-22203.137087,8,1437.35696
-22204.366396,8,1437.361964
-23170.854178,7,1437.367466
-22222.821378,8,1437.373469
-21275.749328,9,1437.576573
-22220.040029,8,1437.581086
-22214.366464,8,1437.587102
-22234.772046,8,1437.806638
-22222.653597,8,1437.812642
-22208.754594,8,1437.818146
-22252.310561,8,1437.823148
-22223.830523,8,1438.033076
-22274.182367,8,1438.038585
-22244.947792,8,1438.044585
-21278.399044,9,1438.050653
-22246.843371,8,1438.255271
-23174.121133,7,1438.260777
-22232.333629,8,1438.265779
-21275.487204,9,1438.272285
-23235.605181,7,1438.474082
-23209.383618,7,1438.479588
-22248.057443,8,1438.485093
-23235.698187,7,1438.4896
-22208.87461,8,1438.705099
-23198.541629,7,1438.70961
-21298.499535,9,1438.715609
-22243.759383,8,1438.926896
-22235.771069,8,1438.931903
-23233.981977,7,1438.936901
-22282.99536,8,1438.94241
-21275.398664,9,1439.154446
-21293.20521,9,1439.160953
-22213.624538,8,1439.165953
-22276.833212,8,1439.171977
-21267.32451,9,1439.383949
-23184.806363,7,1439.388622
-22219.430129,8,1439.393625
-23174.984888,7,1439.399131
-22216.349314,8,1439.612984
-22240.75527,8,1439.618486
-22202.165027,8,1439.623489
-22198.842991,8,1439.833444
-22207.360102,8,1439.839954
-22220.685774,8,1439.845954
-22200.955235,8,1439.851461
-21263.104015,9,1440.081417
-22201.76475,8,1440.087423
-22216.414791,8,1440.093428
-22212.364518,8,1440.098936
-22201.196786,8,1440.313445
-22203.65034,8,1440.318952
-21252.450035,9,1440.324952
-21269.349248,9,1440.549851
-21255.889597,9,1440.555852
-21270.471446,9,1440.562947
-21251.216874,9,1440.56812
-22197.221356,8,1440.779741
-22213.371268,8,1440.785242
-22216.898174,8,1440.790761
-21272.49541,9,1441.00355
-21263.930745,9,1441.010057
-22197.829399,8,1441.015056
-22210.459566,8,1441.020562
-22201.405948,8,1441.234537
-22209.505634,8,1441.240043
-22217.603115,8,1441.246045
-21282.898932,9,1441.252177
-22202.106435,8,1441.458821
-21271.951274,9,1441.464825
-23169.352934,7,1441.46995
-22207.829181,8,1441.685067
-20357.548723,10,1441.691128
-21282.560244,9,1441.697628
-21277.857429,9,1441.703633
-21267.167641,9,1441.915162
-22218.577711,8,1441.920674
-20350.174857,10,1441.928181
-22210.735169,8,1442.138533
-21270.911153,9,1442.145538
-22207.66165,8,1442.150049
-21288.530091,9,1442.368056
-21275.343462,9,1442.374061
-21262.625746,9,1442.380572
-21265.569283,9,1442.385572
-22211.19974,8,1442.603873
-21273.25322,9,1442.61031
-22203.873299,8,1442.615309
-22213.407822,8,1442.83034
-22212.123984,8,1442.83534
-22207.412937,8,1442.840846
-21263.111144,9,1442.846848
-21263.228247,9,1443.059761
-21256.34875,9,1443.067266
-21267.672891,9,1443.072271
-22202.0228,8,1443.286072
-22200.645693,8,1443.292544
-22193.218927,8,1443.298048
-21247.49055,9,1443.304052
-21249.358959,9,1443.514972
-22196.437401,8,1443.520485
-22187.230591,8,1443.525486
-21260.705931,9,1443.531993
-21256.274733,9,1443.745663
-22191.970716,8,1443.751172
-21254.280136,9,1443.757673
-21261.842713,9,1443.96814
-22201.49287,8,1443.973139
-21251.766682,9,1443.978647
-22196.596143,8,1443.984651
-21244.749266,9,1444.195967
-21243.199044,9,1444.202056
-22195.793597,8,1444.207056
-21253.66633,9,1444.418457
-22191.031188,8,1444.423459
-22200.034875,8,1444.428969
-21258.896691,9,1444.434967
-22208.894069,8,1444.650266
-22187.798328,8,1444.655483
-22196.990365,8,1444.66099
-22200.556596,8,1444.869806
-22195.327643,8,1444.874808
-21268.087599,9,1444.88132
-21268.55191,9,1444.887821
-21244.221381,9,1445.119624
-22190.168486,8,1445.125623
-21253.515939,9,1445.131134
-21265.265863,9,1445.338546
-22193.537788,8,1445.34455
-22196.143327,8,1445.350055
-23166.400186,7,1445.354055
-21245.724219,9,1445.56507
-21261.625121,9,1445.571583
-21259.410379,9,1445.577085
-22193.949521,8,1445.787137
-21238.483313,9,1445.794114
-21256.812701,9,1445.799619
-21262.344379,9,1445.80562
-22190.639367,8,1446.021005
-21256.293084,9,1446.027006
-21246.401289,9,1446.033514
-23164.266771,7,1446.230997
-21246.173243,9,1446.238032
-22185.420323,8,1446.243031
-22201.426979,8,1446.248534
-21264.354229,9,1446.463378
-21256.25066,9,1446.469584
-21252.942029,9,1446.475584
-21249.285621,9,1446.68972
-22202.065609,8,1446.695228
-22201.655123,8,1446.700733
-21247.179946,9,1446.705735
-21261.020239,9,1446.927035
-22188.016994,8,1446.932039
-21251.875386,9,1446.93855
-21256.354834,9,1447.145451
-21251.684347,9,1447.151507
-22197.3183,8,1447.156505
-23164.018151,7,1447.162011
-22200.800201,8,1447.382654
-21242.662235,9,1447.388161
-22197.274789,8,1447.394322
-22188.680406,8,1447.399344
-22188.861607,8,1447.607079
-22195.614113,8,1447.611593
-22198.737376,8,1447.617097
-21241.258172,9,1447.832851
-22192.091922,8,1447.838357
-22192.654859,8,1447.843362
-22194.320709,8,1447.84887
-22199.576918,8,1448.058923
-21241.12822,9,1448.064924
-21235.254565,9,1448.070431
-22188.212036,8,1448.076433
-22192.757899,8,1448.284812
-22192.375671,8,1448.290326
-22186.1345,8,1448.295399
-21243.730329,9,1448.511811
-21244.98752,9,1448.518314
-22197.357157,8,1448.523316
-21238.48147,9,1448.529409
-21239.380256,9,1448.744384
-23165.715697,7,1448.748609
-21250.961222,9,1448.754614
-22192.250094,8,1448.979943
-22194.324705,8,1448.984941
-22194.895889,8,1448.990454
-22188.820505,8,1448.995961
-21239.50619,9,1449.205684
-22189.889236,8,1449.21019
-21230.76885,9,1449.216695
-21232.795094,9,1449.432446
-22180.256711,8,1449.43895
-21230.261477,9,1449.444953
-22195.694342,8,1449.449461
-22185.268022,8,1449.664157
-21245.621637,9,1449.67067
-20321.212264,10,1449.67729
-21243.989129,9,1449.910731
-22192.618196,8,1449.915731
-22188.075225,8,1449.921238
-22188.390917,8,1449.927744
-22199.33681,8,1450.147659
-21236.520977,9,1450.152804
-21239.200365,9,1450.159311
-22198.993936,8,1450.164313
-22188.156945,8,1450.373362
-22199.028743,8,1450.378872
-22194.662223,8,1450.384871
-22190.601039,8,1450.600404
-21235.25449,9,1450.606405
-22183.610248,8,1450.612915
-21240.532013,9,1450.618418
-22189.804683,8,1450.839125
-21232.833568,9,1450.846129
-21232.750403,9,1450.851636
-20302.83513,10,1451.066355
-22187.748429,8,1451.07186
-22190.247708,8,1451.077362
-21239.406445,9,1451.084368
-22192.652871,8,1451.296624
-21243.941655,9,1451.302003
-20301.713881,10,1451.30851
-21236.602924,9,1451.525147
-20303.200721,10,1451.532656
-21238.435893,9,1451.53989
-21240.652236,9,1451.779656
-21251.381638,9,1451.785657
-21231.404543,9,1451.792076
-21233.098603,9,1451.798874
-22210.644202,8,1452.020274
-22198.767447,8,1452.026274
-22189.578076,8,1452.031786
-21263.265894,9,1452.265701
-21256.045581,9,1452.272862
-23168.764707,7,1452.278372
-21265.104116,9,1452.285373
-22208.008766,8,1452.505646
-23165.676723,7,1452.510856
-22195.881732,8,1452.515856
-22211.273925,8,1452.522363
-22191.364805,8,1452.741313
-22203.385772,8,1452.746313
-22210.88925,8,1452.751826
-22210.823512,8,1452.964658
-24175.162874,6,1452.969163
-24158.691896,6,1452.973166
-24161.959655,6,1452.978675
-24176.040827,6,1452.982678
-24162.378041,6,1453.200831
-24173.379098,6,1453.204831
-23206.90196,7,1453.210054
-24179.550782,6,1453.214055
-24162.660262,6,1453.218565
-24158.919873,6,1453.446076
-23180.072364,7,1453.451585
-24162.536793,6,1453.455584
-24159.568812,6,1453.460092
-24161.924062,6,1453.46509
-23195.586829,7,1453.6886
-23195.72631,7,1453.694601
-24165.287691,6,1453.699109
-24159.625395,6,1453.703114
-24161.807666,6,1453.707618
-23190.266168,7,1453.927666
-24161.967275,6,1453.931674
-24173.003256,6,1453.936675
-24165.053302,6,1453.941712
-24162.439558,6,1453.945713
-23207.053908,7,1454.169468
-24173.966295,6,1454.17347
-24162.060605,6,1454.177473
-24170.717133,6,1454.181936
-24160.81504,6,1454.411563
-24162.899449,6,1454.416563
-24163.225889,6,1454.420069
-24161.457158,6,1454.424069
-23191.575756,7,1454.429579
-23197.831725,7,1454.641739
-24174.732154,6,1454.647777
-24161.258674,6,1454.651783
-24168.986627,6,1454.656782
-24175.520612,6,1454.661293
-24171.755267,6,1454.881328
-24162.888339,6,1454.886328
-24162.637212,6,1454.890835
-23192.469506,7,1454.895837
-23192.753042,7,1454.899841
-24174.377103,6,1455.118982
-24162.608123,6,1455.12298
-24170.847295,6,1455.12698
-24162.32772,6,1455.131492
-24167.491027,6,1455.135492
-23191.872177,7,1455.346107
-24163.954998,6,1455.35062
-24172.374807,6,1455.354618
-24171.965363,6,1455.358119
-24170.718959,6,1455.362125
-24161.88598,6,1455.573458
-24162.504614,6,1455.576461
-24167.610275,6,1455.581972
-24163.133637,6,1455.585971
-23191.177068,7,1455.794542
-24162.187735,6,1455.798576
-24159.938091,6,1455.803085
-23199.823692,7,1455.808592
-24165.13667,6,1455.812593
-23198.360327,7,1456.025059
