#{"t_start": 1786032094.7954583, "env_id": "rendezvous-v1"}
r,l,t
-15314.690012,16,8.956097
-17052.05578,14,9.148111
-17455.095377,15,9.157619
-20884.843134,10,9.344954
-17777.021096,14,9.35346
-21554.174941,9,9.358966
-22748.944881,8,9.548646
-22607.544891,8,9.553648
-23005.227289,8,9.55915
-19440.505537,12,9.76014
-20800.482907,10,9.766141
-14018.109213,19,9.955846
-18705.853848,12,9.963256
-7348.162343,25,10.150619
-11492.79721,21,10.163124
-16819.739738,15,10.354935
-18398.177403,13,10.36196
-20640.402429,10,10.562786
-4895.215453,28,10.754134
-20922.246568,10,10.760644
-9538.217431,22,10.953183
-18966.275825,12,10.961286
-15156.311484,16,11.169237
-19640.323509,11,11.175241
-18087.950476,13,11.183753
-19399.707943,12,11.387956
-18350.438813,13,11.39596
-19381.813925,12,11.589524
-21902.705091,9,11.595527
-19413.985464,11,11.602544
-20299.100918,11,11.786743
-21530.859549,9,11.79125
-18612.904698,12,11.799293
-8907.122859,24,12.021077
-17437.759276,14,12.218035
-23277.976147,7,12.222041
-16942.468956,14,12.231547
-19141.550934,12,12.424471
-16379.291501,15,12.433982
-20669.504352,10,12.639153
-10404.579257,22,12.652322
-19333.167635,12,12.848473
-21168.837207,10,12.854479
-20719.68606,10,12.860991
-19135.534065,12,13.060606
-20988.847238,10,13.066607
-20901.987641,10,13.073113
-23304.479294,7,13.244564
-21819.454641,9,13.250073
-19046.51452,12,13.257077
-17925.030035,13,13.447376
-18987.432157,12,13.454609
-16647.057536,15,13.642629
-7166.272642,25,13.836818
-20178.37965,11,13.844331
-23441.93674,7,13.848832
-22920.601768,8,13.853838
-14574.078123,17,14.038285
-21185.56468,10,14.044288
-6796.687764,25,14.238118
-19917.413763,11,14.443961
-18295.759031,13,14.45247
-20111.379147,11,14.458972
-20445.292474,11,14.63615
-14529.882197,17,14.646663
-21668.681196,9,14.810326
-22003.443692,9,14.81633
-20991.384867,10,14.822626
-20255.127201,11,15.049546
-19685.67782,11,15.057547
-15672.814149,16,15.068607
-15442.103991,16,15.284668
-21112.610231,10,15.292133
-19567.539563,12,15.505534
-21898.857426,9,15.512047
-22155.382226,9,15.517046
-18146.427475,13,15.721017
-3098.585703,30,15.928898
-22956.300354,8,15.933903
-21353.1466,9,15.938407
-15772.100185,15,16.149986
-3084.785607,29,16.344767
-20230.007971,11,16.351275
-20024.304209,11,16.549266
-20976.432251,10,16.555274
-22922.77236,8,16.559785
-12894.117758,20,16.775527
-14835.066012,17,16.787086
-13942.679832,18,16.988553
-20382.592777,11,16.995559
-19990.46464,11,17.197081
-16124.782411,15,17.207098
-4112.28187,30,17.420619
-22043.614285,9,17.619897
-19136.558508,12,17.627902
-21155.003944,10,17.634409
-8621.613739,24,17.838851
-21441.691591,9,17.845187
-14658.35558,17,18.04512
-20027.843567,11,18.051629
-13130.938001,18,18.237943
-20156.303348,11,18.244456
-13251.832548,18,18.443409
-1124.153945,30,18.658792
-21788.686647,9,18.665123
-20402.366349,11,18.877506
-17402.726514,13,18.887013
-21069.735724,10,18.893076
-20895.944237,10,19.0843
-23229.514825,7,19.088806
-15828.847388,16,19.099314
-17595.796651,14,19.330422
-17267.644109,14,19.340934
-18905.549166,12,19.547286
-19330.933924,12,19.554795
-15311.15784,16,19.770928
-21328.008972,9,19.77593
-8996.282193,23,20.015702
-16200.990207,15,20.027015
-21980.191492,9,20.274324
-2845.754744,30,20.506567
-23248.267323,7,20.511079
-9963.720625,21,20.525135
-22002.10698,9,20.73311
-21173.188845,10,20.73911
-20311.2949,10,20.74629
-19410.520988,11,20.960843
-16830.048384,15,20.971116
-5421.080341,27,21.195109
-15686.476041,16,21.457528
-15695.567387,16,21.470092
-17923.942372,13,21.692993
-18816.272171,12,21.70049
-10003.667663,23,21.926527
-10862.214309,21,22.144436
-15448.667862,16,22.154944
-18292.424008,13,22.367212
-14694.210314,17,22.378244
-16273.433128,15,22.605026
-17993.38004,13,22.613538
-21213.366871,10,22.621047
-19540.470228,11,22.832635
-21142.664822,10,22.840142
-12928.230312,19,23.060355
-16869.772714,14,23.069352
-20472.04145,10,23.076419
-21608.804708,9,23.287149
-21893.211785,9,23.293644
-20702.619363,10,23.300153
-16549.876591,15,23.545178
-13561.919532,18,23.799186
-16725.679594,15,23.809221
-22056.368193,9,23.815932
-22025.206894,9,24.030475
-14292.659314,17,24.041748
-18169.01021,13,24.314319
-20548.236995,10,24.321829
-19846.805189,11,24.32783
-20475.749453,11,24.540618
-21361.709699,10,24.546618
-18236.902739,13,24.555235
-19211.75004,12,24.772192
-14900.437294,17,24.784108
-8112.756957,24,25.004179
-21104.784288,10,25.214628
-18269.9752,13,25.223135
-19888.930586,11,25.23165
-21106.476324,10,25.44253
-19981.483367,11,25.450036
-15396.859932,16,25.660768
-9639.365933,22,25.676275
-18630.265866,13,25.886607
-18176.426517,13,25.895114
-20161.832538,11,26.117283
-23045.370547,8,26.12279
-19859.380116,11,26.129294
-19950.731159,11,26.33678
-20413.895995,11,26.344291
-14041.730946,18,26.56805
-18229.269796,12,26.576559
-16455.292369,15,26.587066
-22070.507335,9,26.797374
-19248.355468,12,26.805882
-19358.440791,12,27.023582
-19686.910406,11,27.031645
-15864.83739,16,27.043747
-23643.812738,7,27.2694
-20303.401176,11,27.277405
-16079.38782,16,27.494789
-23024.85621,8,27.500812
-11566.101091,20,27.51432
-13879.436155,17,27.730181
-18860.599479,12,27.738187
-18554.416901,13,27.953775
-19917.282295,11,27.961284
-19687.906653,11,28.178077
-22477.732745,8,28.183586
-20255.521309,11,28.191094
-17394.120193,14,28.405934
-16250.992329,15,28.415079
-16330.742135,15,28.64761
-20767.716818,10,28.654619
-21793.129035,9,28.660126
-16347.874245,15,28.90185
-15729.324067,16,28.912359
-20158.05524,11,29.125424
-18148.099721,13,29.133932
-22092.114312,9,29.139934
-16238.831742,15,29.355947
-17673.285199,13,29.365454
-20724.89074,10,29.582522
-20668.932095,10,29.588522
-21845.014397,9,29.59503
-19991.173964,11,29.808815
-19244.368736,12,29.816575
-18206.182885,13,30.040067
-19260.045003,12,30.047343
-10181.577654,22,30.278764
-20162.695704,11,30.286176
-14269.750761,17,30.498455
-21419.479144,9,30.504963
-16355.026349,15,30.514472
-21762.373151,9,30.735074
-10427.862229,22,30.748585
-21838.256968,9,30.964511
-15093.271179,16,30.976024
-21187.655478,10,31.187174
-12003.01831,22,31.202188
-17455.437567,14,31.411764
-19635.647805,11,31.418265
-4395.948524,29,31.643882
-22883.038814,8,31.648883
-17612.064131,14,31.863374
-9737.262544,22,32.084494
-14703.720713,18,32.096001
-20655.360752,10,32.306446
-18578.071974,12,32.313954
-15101.093773,17,32.533808
-18000.898802,13,32.542318
-12753.26173,20,32.763821
-20750.428267,10,32.770326
-22140.742523,9,32.776333
-14631.549501,17,32.99898
-18631.013577,13,33.008346
-17278.005996,14,33.227998
-20930.568838,10,33.235224
-3978.777389,30,33.485941
-14371.932273,17,33.706985
-20791.621539,10,33.714493
-15191.399055,17,33.931536
-15892.786336,16,33.943042
-12420.911855,20,34.16435
-18656.03275,12,34.171628
-17768.059864,14,34.386086
-20048.095746,11,34.393119
-18171.894968,13,34.402586
-20532.05212,10,34.611747
-4208.107027,27,34.836684
-22679.547783,8,34.842193
-15541.267271,17,34.853534
-17402.866054,14,35.072252
-20855.345449,10,35.079252
-21356.456037,9,35.292306
-16281.536785,14,35.300305
-18069.980498,13,35.308733
-18487.919732,13,35.524295
-21623.591894,9,35.530801
-21445.939962,9,35.738342
-20470.774406,10,35.744854
-19818.540152,12,35.752361
-16780.276092,14,35.976707
-12453.349548,20,35.990726
-17487.088936,13,36.213731
-20382.198555,10,36.220236
-23483.82513,7,36.22524
-11021.509556,21,36.457911
-18589.521151,13,36.681762
-10110.106812,21,36.696272
-20630.183846,10,36.916948
-20520.764756,10,36.923456
-7756.493667,24,37.15074
-11005.954398,20,37.164256
-20453.297659,11,37.381573
-19735.677598,12,37.390578
-8740.939029,23,37.617576
-15705.793955,15,37.627084
-14892.022996,17,37.847164
-3224.775814,30,38.072075
-21716.282432,9,38.079074
-20487.734067,11,38.299288
-20514.224539,10,38.305798
-18378.943383,13,38.320812
-17475.089733,13,38.551726
-20323.503726,10,38.559726
-18774.932427,12,38.777907
-12852.7987,19,38.790828
-9109.662391,23,39.02359
-19017.34456,12,39.032102
-16328.120817,14,39.270642
-20371.496922,11,39.279647
-21282.705661,9,39.284968
-1518.101003,30,39.522215
-15738.433203,15,39.743862
-22428.545335,8,39.748862
-21313.139491,10,40.029301
-16540.781526,15,40.040816
-16274.370051,15,40.259728
-6577.824394,26,40.277747
-2154.73903,29,40.511797
-24334.529227,6,40.725549
-11966.265543,20,40.74006
-12731.354355,19,40.959928
-20858.989309,10,40.967436
-14717.7998,17,41.19935
-2469.83719,30,41.442074
-6966.103619,26,41.67118
-7272.10008,25,41.898124
-11505.869201,21,41.912143
-18879.737168,12,42.128923
-19692.607974,11,42.139434
-6206.986883,25,42.379001
-19295.796411,11,42.386518
-12688.005612,19,42.660225
-1490.127611,30,42.891775
-21972.634348,9,42.898778
-10229.054752,23,43.136058
-6956.645668,26,43.390772
-16595.698429,14,43.400775
-15640.271403,16,43.63961
-14657.22379,17,43.652611
-21151.926738,10,43.882812
-19038.247443,12,43.891814
-24124.337444,6,43.896812
-23446.096101,7,43.901813
-21087.142814,10,44.13533
-3310.120658,29,44.377373
-17883.383033,13,44.387374
-16722.1741,15,44.62441
-18744.451213,13,44.633919
-20407.97638,10,44.640919
-14970.252252,17,44.864011
-13872.970139,18,45.093045
-13194.80717,19,45.107046
-21001.665497,10,45.33214
-14655.32829,18,45.344141
-11526.832228,21,45.573323
-3207.274951,30,45.813412
-10378.336462,20,46.051382
-14607.4217,17,46.062894
-21352.969961,9,46.069406
-20522.922493,10,46.287291
-20843.217682,10,46.294793
-18816.932876,12,46.508105
-20341.481845,10,46.51461
-17301.41707,13,46.522679
-16503.765506,15,46.746358
-22295.607572,8,46.751359
-20334.139647,11,46.759611
-11051.687615,20,46.979313
-4356.876108,30,47.199443
-22224.122193,9,47.206959
-20542.488194,11,47.426517
-17807.185245,14,47.436027
-20355.283782,10,47.651324
-19392.001776,12,47.660534
-18428.58666,13,47.668041
-21685.168074,9,47.895589
-18425.661116,13,47.904591
-12339.293656,19,48.123598
-18365.306176,13,48.132103
-17577.947618,14,48.34798
-18579.65718,13,48.35749
-15919.622573,15,48.597368
-4884.282899,30,48.828128
-17684.283369,13,48.837635
-3036.234321,29,49.065377
-18448.430519,13,49.073381
-18983.262529,12,49.291298
-14974.037163,18,49.302805
-13677.711788,18,49.529837
-13680.363536,18,49.748058
-16465.387861,15,49.75797
-19273.672288,11,49.765474
-17696.704646,13,49.977869
-16403.7171,15,49.987954
-15022.972577,16,50.206305
-16203.717383,15,50.21681
-18906.067421,12,50.433899
-15439.797631,16,50.444911
-22335.462837,8,50.654628
-16835.880272,15,50.66464
-12261.923079,19,50.88274
-16655.72612,15,50.892247
-19634.425097,11,51.111941
-10615.924511,22,51.127049
-3225.237303,30,51.358336
-23286.456359,7,51.572632
-19512.600739,11,51.579734
-21697.927109,9,51.586238
-17746.795869,14,51.801738
-21276.474787,10,51.808249
-20067.64495,11,51.815757
-17582.045132,14,52.029249
-19192.120702,12,52.037758
-18986.218521,12,52.253292
-1818.935776,30,52.484961
-19143.482988,12,52.493089
-22257.089574,8,52.498101
-15521.449073,15,52.712975
-19781.359268,11,52.720483
-7233.664565,25,52.948811
-22182.237384,8,52.953812
-22297.560633,8,53.160086
-24209.758049,6,53.164087
-12686.119731,21,53.398865
-21563.270786,9,53.405365
-12282.380309,19,53.417885
-15839.04455,16,53.638568
-20431.717006,11,53.647076
-1094.911294,30,53.869848
-11942.793834,20,54.094799
-18614.203989,13,54.103314
-2286.183394,30,54.328018
-4014.095609,30,54.552469
-22344.817584,8,54.771762
-16463.299942,15,54.781273
-20270.188602,11,54.996554
-18274.816451,13,55.005059
-19507.788086,12,55.013063
-20192.775913,11,55.229879
-21272.653267,10,55.236384
-9129.684315,23,55.458839
-17615.741847,14,55.467356
-17448.678583,14,55.685031
-16612.892183,15,55.695038
-19322.900268,12,55.908855
-7558.822944,25,56.137053
-11300.988008,21,56.151559
-19137.400916,12,56.365737
-21854.296051,9,56.371743
-17993.707043,13,56.380255
-4242.054009,28,56.606027
-18341.654173,13,56.880242
-15373.018623,16,56.891749
-20250.633089,10,57.109076
-19849.080256,11,57.11658
-18633.992262,12,57.125087
-18696.316084,12,57.34093
-13064.690054,19,57.353437
-20755.378675,10,57.564041
-11159.035507,20,57.577656
-21079.309433,10,57.797551
-18218.138594,13,57.806052
-15259.164296,18,58.036301
-14686.989834,18,58.048812
-13870.372333,18,58.275503
-4184.250095,30,58.53053
-12888.281982,20,58.757808
-18425.521516,13,58.767317
-4456.638403,30,59.001968
-7619.030116,24,59.231903
-10919.462775,21,59.458255
-22116.922795,9,59.464253
-18264.113896,13,59.473766
-16359.544216,15,59.693538
-18481.245151,13,59.702046
-14586.099224,16,59.926316
-5662.727273,30,60.159601
-12879.532148,18,60.172113
-2340.193478,30,60.398824
-18535.273898,12,60.607563
-8910.288688,23,60.8313
-18168.306284,13,60.840814
-21172.247969,10,60.847318
-22290.211187,8,61.061025
-12829.058251,18,61.073538
-11972.984396,20,61.291382
-14041.00675,18,61.302888
-14572.732708,17,61.528649
-15525.300349,16,61.746847
-18182.307059,13,61.754849
-13508.692343,19,61.973257
-3983.58298,30,62.19594
-16584.207963,15,62.206447
-8319.067967,24,62.431679
-13810.860686,17,62.442686
-20013.614315,11,62.657506
-17776.499006,13,62.666012
-13763.003006,17,62.882768
-1781.630258,30,63.111603
-12491.815064,19,63.12411
-21608.332207,9,63.360893
-21575.579355,9,63.366395
-17894.260678,13,63.589121
-2361.440004,30,63.820489
-20797.261831,10,63.827995
-5371.488567,26,64.053945
-21221.599348,9,64.060454
-1975.323928,30,64.295857
-12735.207536,19,64.517195
-3073.510836,30,64.74184
-20139.519268,11,64.748899
-3614.690478,30,64.973224
-4133.365233,29,65.194645
-15060.519399,17,65.41935
-13687.503799,18,65.43186
-17393.54217,14,65.71035
-12284.440637,20,65.723857
-8911.330372,24,65.946762
-19968.808655,11,65.953769
-14819.954403,17,66.169011
-17159.18698,15,66.381606
-15787.568154,16,66.393114
-6227.162354,27,66.621199
-19381.187511,12,66.629372
-17630.711183,14,66.852453
-13708.052278,18,66.864621
-13608.6913,18,67.08034
-3084.029715,30,67.310075
-11500.75711,21,67.526767
-18327.87363,13,67.534772
-2291.013306,30,67.760171
-10553.451547,21,67.983306
-14598.171853,16,67.99481
-6920.11658,26,68.232105
-3693.348809,30,68.459521
-12260.227496,21,68.683271
-19590.192776,12,68.690778
-14646.053638,17,68.907153
-22196.072763,9,68.912163
-16182.228683,15,69.132902
-19858.329788,11,69.14041
-17661.021144,14,69.35334
-3540.893469,30,69.585154
-10620.740966,21,69.598736
-15034.312673,17,69.811665
-2525.677241,30,70.045296
-17403.470115,14,70.054801
-7704.827995,26,70.280962
-17462.2615,14,70.499745
-10738.168994,22,70.514251
-12047.457766,20,70.742263
-11370.933299,22,70.971141
-6578.196893,26,71.198982
-19219.612907,11,71.206483
-5002.897191,28,71.438229
-13740.53411,18,71.654888
-18396.110335,13,71.664397
-14010.774573,18,71.882624
-6295.418293,28,71.901638
-14842.064769,17,72.124589
-4803.459792,30,72.351017
-2987.826844,30,72.578455
-15921.457792,15,72.794788
-18222.350863,13,72.803331
-7238.374354,25,73.028215
-13572.701085,18,73.039722
-11253.725677,21,73.268682
-2289.782775,30,73.51492
-15272.948686,16,73.735167
-19619.226591,11,73.743675
-16127.093656,15,73.957911
-19890.570348,11,73.965916
-16732.163689,15,73.975423
-15673.581645,16,74.200876
-18248.211618,13,74.209383
-4304.565353,28,74.431506
-8484.912733,23,74.658782
-7485.138891,24,74.888362
-12557.002522,19,74.900876
-4097.433471,29,75.128998
-3746.993147,30,75.354943
-6817.464564,25,75.578417
-12408.917357,20,75.800779
-5960.425556,27,76.021537
-9003.755776,23,76.244561
-11041.233199,22,76.26009
-15398.015803,16,76.473786
-15264.151738,16,76.486297
-16284.210569,14,76.701078
-11585.691644,21,76.925869
-14246.033083,18,76.938883
-21293.999066,9,76.944886
-4304.49764,28,77.173333
-2158.075643,30,77.400285
-11495.168635,21,77.630117
-13443.177495,19,77.848335
-2703.51945,30,78.077514
-13102.126965,19,78.090025
-3128.399602,30,78.324952
-17060.087532,14,78.557281
-3037.937754,30,78.785997
-2932.441099,30,79.014119
-16190.913717,16,79.025631
-9761.169513,22,79.247904
-13323.566146,19,79.468008
-15335.993812,16,79.47852
-2182.362521,30,79.705462
-8164.764919,24,79.926076
-5299.305341,28,80.149625
-7179.547269,25,80.37521
-10693.07797,21,80.592865
-2225.72415,30,80.823651
-2082.678286,30,81.064621
-14383.776713,17,81.07667
-19693.274087,11,81.084177
-17788.887783,14,81.306006
-11071.766936,21,81.531348
-18387.768703,13,81.538854
-3230.933623,30,81.774065
-3645.94063,30,82.005495
-2448.679551,30,82.231491
-3412.80629,28,82.460427
-3854.416005,30,82.696707
-5045.035836,30,82.937747
-1545.884864,30,83.169893
-9873.84419,22,83.402869
-10376.603445,22,83.417875
-2658.639246,30,83.639362
-4439.912965,29,83.859305
-3251.333341,30,84.090999
-1909.454067,30,84.313549
-2975.395899,30,84.541594
-2700.678468,30,84.771019
-15560.707946,17,84.986665
-16989.008247,15,85.193182
-6969.39981,27,85.212195
-12052.135412,21,85.436534
-13078.81211,18,85.64802
-2425.2053,30,85.879637
-1943.978952,30,86.101053
-7674.572202,26,86.320915
-13606.311922,20,86.333964
-16521.566555,15,86.55433
-4390.8675,30,86.787317
-6649.649456,24,87.06742
-8021.219231,24,87.083436
-12649.195662,18,87.306866
-15558.309851,16,87.318877
-2796.493094,30,87.545603
-2313.075412,30,87.768089
-10151.285446,23,87.983398
-7146.0575,24,88.204945
-15832.506355,16,88.440744
-2087.928183,30,88.676505
-16850.152303,14,88.686012
-14626.254429,16,88.906639
-11795.67495,21,88.920469
-19217.142361,12,89.136178
-4734.943142,28,89.352215
-2118.998596,30,89.582549
-1158.538846,30,89.813246
-1548.458556,30,90.033371
-1038.480809,30,90.253785
-19471.335502,12,90.261295
-910.18865,30,90.486455
-9430.364223,22,90.711736
-2907.254781,30,90.940011
-2855.854142,30,91.16776
-5069.309301,26,91.401777
-1059.690742,30,91.628427
-2123.991805,30,92.828817
-17138.783258,14,92.837023
-3241.363222,30,93.064831
-4365.12896,29,93.28574
-1582.380677,30,93.515068
-3664.396077,30,93.736484
-2488.458432,30,93.965499
-10937.422324,22,94.20665
-1374.811254,30,94.422195
-16031.998308,15,94.432706
-14077.518742,17,94.653094
-1624.391504,30,94.876749
-2285.227066,30,95.099506
-2169.053516,30,95.31907
-7784.719725,23,95.536051
-3610.35097,30,95.769259
-4058.808746,30,95.995959
-1943.46066,30,96.234799
-2041.728484,30,96.45485
-12062.892216,21,96.468869
-3729.104287,30,96.702525
-4446.373412,27,96.926965
-4556.063486,30,97.15189
-788.364959,30,97.382438
-15427.089935,15,97.60141
-15426.692668,15,97.610568
-643.705705,30,97.84386
-11131.886496,20,98.061258
-4712.502563,27,98.285094
-868.584444,30,98.514075
-1645.027488,30,98.731081
-2718.544902,30,98.979254
-1565.509958,30,99.206981
-4515.604523,30,99.431762
-2080.812362,30,99.661195
-2899.445162,28,99.884547
-2180.067087,30,100.104428
-3321.095812,30,100.329668
-1161.354408,30,100.556067
-11824.130237,21,100.571395
-1687.610359,30,100.804259
-10841.064316,23,101.025476
-4413.193043,29,101.259784
-2323.209742,30,101.492763
-1291.592764,30,101.720935
-1229.239324,30,101.95612
-1524.941869,30,102.180584
-2003.834972,30,102.405109
-9926.275221,21,102.623873
-17277.192047,13,102.63238
-19445.715659,11,102.840721
-3394.436671,30,103.067522
-2115.789615,30,103.291148
-10834.392887,20,103.304658
-3211.1728,28,103.528472
-3053.557791,30,103.777402
-3683.397394,30,103.995772
-2834.592049,30,104.221886
-1086.049946,30,104.451924
-1430.003223,30,104.677648
-2642.521528,30,104.900316
-2491.456475,30,105.13197
-585.878013,30,105.352813
-2181.409859,30,105.583075
-3422.130136,30,105.805005
-2154.466744,30,106.033929
-1888.834775,30,106.2572
-16289.466469,14,106.483127
-3086.355536,30,106.709044
-2343.362037,30,106.934386
-10593.005282,20,106.947892
-3783.75358,30,107.176091
-4907.455456,29,107.402639
-3934.965387,30,107.635991
-2912.962709,30,107.86508
-5349.019762,27,108.095322
-9724.361377,23,108.31656
-3056.53948,30,108.561186
-1753.985334,30,108.778093
-6800.441319,25,109.002112
-17429.213867,13,109.010613
-1563.477631,30,109.233115
-3376.717202,30,109.472995
-692.793066,30,109.693617
-744.273615,30,109.918678
-4619.562318,26,110.15167
-1170.241571,30,110.378243
-6381.084101,25,110.605731
-807.118607,30,110.829272
-1308.369198,30,111.053414
-2348.065693,30,111.268653
-1743.325974,30,111.493522
-12465.81668,18,111.711511
-713.270423,30,111.99441
-897.661474,30,112.221993
-1164.846935,30,112.443061
-1124.989947,30,112.671399
-3823.432598,30,112.899048
-1473.117081,30,113.124272
-2189.798668,29,113.350691
-1643.456738,30,113.600743
-2586.574403,30,113.830978
-946.680722,30,114.053891
-1958.819255,30,114.282935
-8010.79087,23,114.298948
-1412.472849,30,114.530975
-2991.939528,30,114.757733
-675.906533,30,114.999661
-1488.92911,30,115.236749
-2510.26548,30,115.459844
-1194.473378,30,115.686744
-1611.379814,30,115.909471
-988.759962,30,116.144803
-702.029407,30,116.373194
-1527.588168,30,116.629028
-16253.829012,14,116.8499
-12465.221837,18,116.861915
-812.512852,30,117.090868
-1350.968197,30,117.317874
-553.123173,30,117.545951
-2009.47855,30,117.767233
-2886.419315,30,117.989696
-1419.137077,30,118.210345
-774.391141,30,118.439803
-741.66626,30,118.692288
-1774.868895,30,118.921106
-1617.53373,30,119.150104
-1123.636491,30,119.381209
-993.933223,30,119.607899
-1571.559633,30,119.832086
-1014.304712,30,120.05209
-804.052229,30,120.279486
-1083.508204,30,120.503426
-1023.79618,30,120.731421
-1594.91016,29,120.963469
-553.215057,30,121.190273
-1067.650303,30,121.413087
-790.28073,30,121.643919
-679.92192,30,121.87358
-2421.028166,30,122.098035
-607.005262,30,122.320068
-11695.505245,19,122.539943
-4849.776772,30,122.769871
-1383.278673,30,122.989734
-3036.68672,30,123.209931
-4627.824573,30,123.434562
-2873.777166,30,123.674646
-6715.897379,27,123.896056
-2002.260567,30,124.12428
-1362.139277,30,124.351941
-1922.523243,30,124.572757
-3691.937327,27,124.796739
-902.303662,30,125.026072
-8634.297791,22,125.23947
-10491.444442,20,125.253355
-11473.597583,19,125.470718
-1063.175491,30,125.693897
-1310.023059,30,125.927022
-2063.250757,30,126.149019
-2167.517162,30,126.381205
-756.617901,30,126.602206
-8420.197292,22,126.827284
-792.915835,30,127.058293
-960.695631,30,127.284094
-789.891678,30,127.507132
-3768.988508,27,127.525827
-13513.603918,17,127.74401
-6375.592628,25,127.963243
-1102.763706,30,128.202717
-576.152555,30,128.44893
-3539.797128,27,128.676486
-704.76798,30,128.909213
-21167.750629,9,128.914722
-5781.598166,25,129.136207
-1364.803424,30,129.35813
-10584.553573,20,129.577118
-601.16614,30,129.802867
-558.869097,30,130.033985
-957.349487,30,130.267105
-864.667717,30,130.48928
-6773.762565,24,130.505814
-1615.320528,30,130.724222
-2230.545596,29,130.957938
-2412.437805,30,131.182338
-894.817528,30,131.405792
-746.698489,30,131.6331
-1437.764761,30,131.861707
-1552.337134,30,132.087014
-925.804098,30,132.315629
-1363.696316,30,132.53957
-747.327222,30,132.763602
-572.935389,30,132.990743
-836.428539,30,133.210697
-2239.780996,30,133.449908
-1328.793511,30,133.670146
-467.468155,30,133.903354
-819.276351,30,134.124775
-715.167805,30,134.357918
-780.519126,30,134.593229
-1587.881529,30,134.817719
-1834.786229,30,135.040913
-1021.990348,30,135.260656
-832.549153,30,135.483475
-1581.260823,29,135.708984
-583.026619,30,135.93618
-956.332335,30,136.16661
-537.741626,30,136.39142
-5844.284952,25,136.614674
-717.22103,30,136.839752
-1120.712079,30,137.063842
-472.947657,30,137.2889
-722.397864,30,137.509422
-720.583875,30,137.740168
-505.682378,30,137.970491
-690.985539,30,138.18725
-434.140695,30,138.432266
-17318.071903,13,138.653252
-564.305512,30,138.881851
-860.206561,30,139.105507
-705.064116,30,139.333913
-690.403143,30,139.559145
-622.224824,30,139.790081
-844.97329,30,140.011401
-1378.157427,30,140.236291
-1023.493168,30,140.467645
-1961.19318,30,140.68561
-766.436388,30,140.912238
-1984.611042,30,141.138621
-755.882242,30,141.365948
-684.011483,30,141.600355
-606.401009,30,141.822616
-631.834942,30,142.045215
-765.862486,30,142.272382
-910.594897,30,142.48926
-588.785808,30,142.723618
-1015.188253,30,142.949548
-874.342848,30,143.17434
-1315.62191,30,143.432354
-1091.831977,30,143.670063
-945.183195,30,143.893939
-991.417065,30,144.124921
-415.66654,30,144.357027
-907.710352,30,144.583669
-586.358033,30,144.815898
-1005.94091,30,145.044495
-592.788785,30,145.26698
-765.708227,30,145.495538
-724.881177,30,145.715563
-742.904159,30,145.944236
-821.078046,30,146.165959
-586.541846,30,146.38273
-6514.868969,24,146.399753
-19315.012562,11,146.608476
-823.436766,30,146.845173
-1102.703605,30,147.073841
-862.83409,30,147.295508
-1028.381602,30,147.510764
-869.860902,30,147.744123
-594.550059,30,147.996605
