#{"t_start": 1786032094.7954583, "env_id": "rendezvous-v1"}
r,l,t
-5.222694,30,371.75826
-2.741579,30,371.982034
-1.74862,30,372.210571
-4.816094,30,372.43289
-2.903175,30,372.658815
-14.325163,30,372.877264
-1.693502,30,373.089127
-8.886848,30,373.312636
-3.956587,30,373.543464
-4.124908,30,373.768955
-4.493255,30,373.995633
-7.58411,30,374.220573
-3.757576,30,374.453393
-3.410464,30,374.682138
-3.184364,30,374.902493
-2.712607,30,375.129423
-3.151568,30,375.371454
-3.53104,30,375.594375
-5.038155,30,375.821774
-3.537298,30,376.048515
-10.19435,30,376.278834
-1.513833,30,376.509445
-2.715268,30,376.737557
-13.200333,30,376.954357
-5.219391,30,377.190619
-1.326816,30,377.409127
-0.929885,30,377.630451
-2.234814,30,377.853372
-0.986352,30,378.083323
-0.967404,30,378.309918
-1.5328,30,378.529067
-1.381495,30,378.761293
-1.980661,30,378.983264
-1.048926,30,379.215946
-4.167967,30,379.443894
-5.194701,30,379.672207
-5.666831,30,379.899256
-12.971221,30,380.139105
-7.369779,30,380.364701
-4.580628,30,380.580702
-4.657411,30,380.807562
-2.649481,30,381.032124
-3.680933,30,381.254414
-2.68184,30,381.478235
-1.581608,30,381.708546
-4.182947,30,381.932395
-2.459216,30,382.159535
-0.831436,30,382.387072
-0.858979,30,382.623224
-1.158482,30,382.848297
-2.397838,30,383.078645
-4.756567,30,383.305961
-5.257706,30,383.52971
-4.096862,30,383.753049
-0.834203,30,383.977757
-1.413061,30,384.201388
-3.016833,30,384.427697
-1.239544,30,384.653392
-6.507119,30,384.877611
-9.836141,30,385.118375
-1.501738,30,385.347236
-1.494821,30,385.571234
-3.84184,30,385.792509
-1.554697,30,386.027359
-2.061689,30,386.248096
-2.149426,30,386.475202
-2.992141,30,386.702805
-0.926115,30,386.9246
-0.960793,30,387.148553
-0.807995,30,387.37285
-0.905607,30,387.599519
-6.776385,30,387.824527
-1.056969,30,388.048234
-0.616556,30,388.277305
-2.390285,30,388.494951
-2.92191,30,388.723768
-9.855082,30,388.943319
-0.583634,30,389.176294
-0.842948,30,389.400023
-0.785199,30,389.625765
-2.910156,30,389.848469
-3.858789,30,390.085377
-0.712779,30,390.303979
-1.61565,30,390.536418
-1.418605,30,390.760461
-1.119669,30,390.988361
-0.678978,30,391.223966
-1.085673,30,391.458663
-1.337747,30,391.679648
-1.950384,30,391.907802
-2.0483,30,392.135753
-15.186186,30,392.358966
-3.490665,30,392.58904
-7.625868,30,392.81858
-10.458885,30,393.047324
-0.862944,30,393.280185
-2.314081,30,393.500685
-1.521944,30,393.728945
-1.945419,30,393.955684
-1.855491,30,394.184646
-1.727356,30,394.408695
-2.445012,30,394.634145
-2.445761,30,394.883774
-2.531813,30,395.111127
-2.744813,30,395.337121
-2.640629,30,395.567023
-2.870674,30,395.794493
-2.34435,30,396.023316
-2.369441,30,396.248679
-1.753379,30,396.470081
-1.316755,30,396.69434
-1.390507,30,396.918752
-1.564313,30,397.152139
-2.324922,30,397.381288
-1.011894,30,397.607714
-1.007497,30,397.82584
-1.151251,30,398.053612
-7.140989,30,398.275205
-0.622614,30,398.510617
-1.041754,30,398.74103
-5.844638,30,398.979043
-1.47708,30,399.214896
-12.202671,30,399.441306
-23.247908,30,399.681386
-1.251607,30,399.905601
-4.459031,30,400.135011
-1.171675,30,400.369906
-0.726389,30,400.596364
-1.721949,30,400.825454
-1.453125,30,401.053311
-0.774592,30,401.284172
-0.796688,30,401.51369
-1.89838,30,401.740402
-0.687335,30,401.97495
-2.049896,30,402.198218
-3.496791,30,402.419884
-9.103529,30,402.647364
-4.234927,30,402.869009
-4.847611,30,403.090171
-7.302109,30,403.319096
-10.340393,30,403.549464
-19029.37364,11,403.555974
-18029.414181,12,403.765796
-18029.482775,12,403.773298
-5.050819,30,404.001018
-18029.195761,12,404.009529
-18029.314456,12,404.215887
-19029.49443,11,404.2234
-6.873179,30,404.45743
-2.398377,30,404.693357
-18029.910779,12,404.906869
-17029.512405,13,404.916239
-18029.784,12,404.924747
-18029.757226,12,405.139223
-18029.451923,12,405.147731
-19029.238856,11,405.361797
-16029.488236,14,405.371883
-16029.306882,14,405.580929
-19029.271256,11,405.588435
-4.341208,30,405.813949
-19029.683636,11,405.820948
-17029.263284,13,406.035397
-17029.235514,13,406.044906
-17029.381859,13,406.260087
-17029.676878,13,406.268595
-3.544773,30,406.497624
-17029.722822,13,406.506134
-17029.324235,13,406.724603
-18029.22067,12,406.733113
-4.216662,30,406.959461
-16029.411896,14,407.178424
-17029.645668,13,407.186932
-16029.457147,14,407.405719
-2.551528,30,407.625334
-5.751295,30,407.846956
-3.481721,30,408.073129
-16029.489411,14,408.081136
-18029.605895,12,408.299496
-15029.221404,15,408.310004
-15029.185845,15,408.526741
-17029.779983,13,408.536246
-4.982425,30,408.755541
-18029.669706,12,408.764046
-1.511094,30,408.983166
-4.960877,30,409.212796
-7.234348,30,409.433739
-8.425286,30,409.693242
-16029.331075,14,409.901407
-3.986557,30,410.129097
-4.461485,30,410.366825
-2.71669,30,410.58882
-5.288657,30,410.808984
-16029.52101,14,410.818497
-18029.399466,12,411.032941
-17029.838022,13,411.041455
-2.861603,30,411.26501
-3.523483,30,411.491736
-3.271509,30,411.72028
-4.167475,30,411.935642
-3.97629,30,412.165338
-15029.281216,15,412.38037
-1.364382,30,412.604577
-5.009655,30,412.831766
-15029.176154,15,412.841275
-18029.12469,12,413.049348
-15029.200826,15,413.060858
-17029.683931,13,413.069364
-18029.937328,12,413.341984
-0.958143,30,413.575997
-18029.357744,12,413.583498
-17029.220074,13,413.803079
-17029.106992,13,413.811089
-3.737723,30,414.036757
-2.605246,30,414.266359
-18029.520114,12,414.50009
-17029.16718,13,414.509597
-2.794995,30,414.732585
-18029.193327,12,414.740097
-18029.422965,12,414.951286
-16029.312373,14,414.961794
-17029.175958,13,415.180533
-1.425645,30,415.405149
-7.010759,30,415.627673
-1.860841,30,415.857512
-2.375357,30,416.088218
-1.45501,30,416.31347
-16029.340978,14,416.322671
-7.67821,30,416.546303
-18029.871099,12,416.763807
-3.401533,30,416.993485
-16029.514231,14,417.001997
-4.75513,30,417.223386
-17029.444643,13,417.231473
-17029.346714,13,417.44671
-18029.366572,12,417.454214
-18029.599113,12,417.680521
-3.421006,30,417.897646
-18029.254755,12,417.905154
-17029.789879,13,417.913671
-17029.534599,13,418.123539
-2.705508,30,418.343935
-17029.605544,13,418.351942
-17029.214722,13,418.563397
-6.142419,30,418.785797
-3.519218,30,419.020977
-1.41206,30,419.245942
-3.57632,30,419.488714
-4.681403,30,419.721168
-18029.132509,12,419.728678
-2.088377,30,419.947695
-3.009594,30,420.171012
-15029.160818,15,420.391895
-5.526642,30,420.631313
-4.448218,30,420.853672
-1.979617,30,421.070729
-4.324348,30,421.303791
-17029.415452,13,421.312305
-5.02848,30,421.539596
-18029.296607,12,421.749911
-17029.343074,13,421.758331
-16029.271749,14,421.767838
-16029.190398,14,421.984312
-16029.141342,14,421.994828
-1.869572,30,422.224191
-5.292224,30,422.447632
-18029.739791,12,422.655705
-16029.26015,14,422.665849
-17029.428073,13,422.885907
-3.215574,30,423.113979
-19029.173726,11,423.121982
-18029.824914,12,423.131007
-4.028859,30,423.359118
-6.11781,30,423.594067
-2.019689,30,423.816227
-3.673293,30,424.042891
-5.171417,30,424.28266
-17029.421742,13,424.501503
-18029.79762,12,424.509016
-11.112876,30,424.73715
-5.761515,30,424.96445
-3.67332,30,425.196557
-18030.055645,12,425.412188
-2.242858,30,425.649156
-18029.345132,12,425.657662
-3.210897,30,425.879124
-17029.685932,13,425.887251
-3.079717,30,426.112992
-6.544212,30,426.340985
-15029.233222,15,426.556179
-16029.094499,14,426.565665
-18029.617364,12,426.778233
-5.765436,30,427.005096
-16029.200701,14,427.014098
-7.263009,30,427.241899
-17029.556317,13,427.455787
-18029.710259,12,427.464292
-19029.233181,11,427.678881
-4.937961,30,427.903461
-6.203863,30,428.127299
-2.688839,30,428.356927
-4.154841,30,428.578636
-361.430639,30,428.801719
-361.161637,30,429.025751
-118.016086,30,429.263093
-16029.261849,14,429.271605
-229.978196,30,429.497625
-16029.427405,14,429.5067
-18029.664676,12,429.718522
-230.069637,30,429.943084
-190.129915,30,430.165292
-219.77741,30,430.387695
-17029.586844,13,430.395709
-232.302099,30,430.619407
-214.99341,30,430.844479
-177.938145,30,431.067627
-17029.153147,13,431.283353
-17029.339292,13,431.29186
-15029.220815,15,431.512851
-16029.382949,14,431.522538
-228.290353,30,431.753707
-15029.256595,15,431.970495
-210.082071,30,432.198464
-18029.171723,12,432.206528
-204.46239,30,432.428508
-213.809828,30,432.649053
-203.343667,30,432.875815
-175.637707,30,433.104634
-178.447523,30,433.34037
-196.439519,30,433.570297
-215.822833,30,433.806593
-17029.621101,13,433.8151
-216.366866,30,434.044588
-18038.949507,12,434.281858
-18035.105077,12,434.289922
-19029.436503,11,434.504611
-18031.184673,12,434.512619
-19030.075463,11,434.520124
-18036.54712,12,434.731245
-17030.878393,13,434.739749
-16030.367585,14,434.963065
-18039.420618,12,434.970506
-189.560091,30,435.201164
-224.719586,30,435.433403
-16033.459497,14,435.645694
-222.37815,30,435.875082
-17031.05436,13,435.884088
-207.166008,30,436.105527
-17036.634143,13,436.113529
-202.017683,30,436.347133
-20045.624642,10,436.557992
-17040.694463,13,436.567168
-18042.031775,12,436.780933
-208.442279,30,437.002028
-219.100093,30,437.227318
-301.895411,30,437.457151
-292.963119,30,437.690592
-22071.074543,8,437.696099
-22072.180496,8,437.703104
-22080.941836,8,437.708419
-21071.925229,9,437.9218
-22072.66854,8,437.927306
-22073.805227,8,437.933306
-21072.199673,9,438.144271
-21071.741909,9,438.151337
-22071.195804,8,438.156345
-22071.883256,8,438.161348
-21073.365236,9,438.376952
-21072.816384,9,438.382956
-22076.479379,8,438.388273
-21071.676286,9,438.605842
-22072.081333,8,438.610845
-22072.319083,8,438.61635
-22080.084122,8,438.622356
-21072.918892,9,438.828202
-22089.945403,8,438.833202
-22087.41283,8,438.838223
-21073.093402,9,438.845224
-22071.718077,8,439.05936
-21072.80182,9,439.066514
-22071.865213,8,439.071517
-22071.259682,8,439.303419
-21071.327275,9,439.309927
-22095.971582,8,439.314927
-22071.144812,8,439.320334
-21073.459951,9,439.527493
-21072.384,9,439.533493
-21071.989931,9,439.539999
-22074.622375,8,439.746553
-22070.272613,8,439.752057
-22096.651615,8,439.757566
-21080.83591,9,439.763568
-22071.343931,8,439.972317
-22090.548548,8,439.978424
-21073.051291,9,439.984425
-22069.79169,8,439.989662
-22075.701764,8,440.203814
-21072.152256,9,440.209322
-22087.54244,8,440.215323
-22072.751507,8,440.422616
-22071.099845,8,440.428123
-22072.758782,8,440.434123
-22109.14279,8,440.439629
-21073.084681,9,440.650601
-23075.914008,7,440.655617
-21073.258802,9,440.661627
-22074.517189,8,440.667134
-22089.822926,8,440.877887
-22071.569198,8,440.882887
-22101.25564,8,440.888494
-22076.37289,8,441.102935
-21073.344232,9,441.108446
-21073.51049,9,441.114445
-22088.959349,8,441.120953
-22096.570426,8,441.335461
-21073.309042,9,441.341968
-22077.33005,8,441.346846
-21073.695817,9,441.57006
-22093.366846,8,441.575562
-21072.231352,9,441.581567
-22073.060806,8,441.586669
-22094.161835,8,441.795257
-22104.669415,8,441.800443
-22071.965807,8,441.805443
-21072.764878,9,441.811529
-22087.710258,8,442.024242
-22092.683169,8,442.028756
-22070.881169,8,442.033754
-22078.352795,8,442.245774
-21071.852607,9,442.251779
-22071.226532,8,442.257286
-22086.720013,8,442.262285
-22084.683038,8,442.479382
-22071.440393,8,442.484382
-22071.48013,8,442.489892
-22072.27903,8,442.495394
-21073.024013,9,442.710248
-22071.51206,8,442.716761
-22071.957739,8,442.721763
-21072.725353,9,442.932028
-22071.777934,8,442.937537
-22074.245433,8,442.943538
-22071.269577,8,442.949049
-22071.36481,8,443.161727
-22069.261313,8,443.167234
-22072.039311,8,443.172236
-21073.717578,9,443.177745
-21072.469997,9,443.388114
-22087.668231,8,443.393114
-22091.634103,8,443.398621
-22072.565969,8,443.612364
-22072.110456,8,443.617779
-22073.415223,8,443.623778
-21072.933774,9,443.629284
-22086.232814,8,443.842603
-22071.23698,8,443.849108
-21073.240688,9,443.854109
-22098.063582,8,444.078017
-22076.395534,8,444.084017
-22077.921772,8,444.089525
-21072.555852,9,444.096029
-22071.303142,8,444.335698
-22072.347242,8,444.341204
-21086.253481,9,444.346709
-22080.192028,8,444.352714
-22073.805396,8,444.558477
-21073.477774,9,444.565482
-22088.665892,8,444.569993
-21072.805223,9,444.782689
-23070.685881,7,444.787192
-22101.730439,8,444.793195
-22081.214203,8,444.798704
-22092.537677,8,445.005456
-22072.073302,8,445.011459
-22081.29744,8,445.016483
-22072.093786,8,445.022483
-21072.996097,9,445.234833
-22083.068515,8,445.240342
-22108.896732,8,445.245844
-21073.301473,9,445.45418
-21082.627352,9,445.460939
-22107.508734,8,445.466449
-22071.405397,8,445.472449
-23080.287331,7,445.696516
-22112.084486,8,445.701516
-22071.480567,8,445.706773
-22070.881872,8,445.712775
-22073.410559,8,445.935614
-21074.018632,9,445.942126
-21073.827865,9,445.948632
-22071.376977,8,446.16565
-22071.944156,8,446.171659
-22072.041276,8,446.176813
-22097.23065,8,446.181811
-22124.220662,8,446.399326
-21073.636906,9,446.405827
-22071.049175,8,446.410832
-22095.701143,8,446.415834
-22071.22575,8,446.621156
-22094.339892,8,446.626664
-22093.049282,8,446.631669
-21080.157793,9,446.844267
-21073.113408,9,446.849778
-22111.998022,8,446.856282
-22072.940624,8,446.860786
-21073.504379,9,447.079591
-22130.974315,8,447.085591
-21073.603896,9,447.091101
-22107.876001,8,447.293883
-23079.567895,7,447.298392
-21072.053185,9,447.304391
-22071.706526,8,447.3104
-22073.021298,8,447.525787
-22070.991453,8,447.531795
-22098.219296,8,447.536834
-22082.402799,8,447.542838
-21073.637443,9,447.754128
-22108.283228,8,447.759638
-22070.799265,8,447.764145
-22086.882441,8,447.769651
-22072.446544,8,447.983119
-21071.998326,9,447.98963
-22091.845359,8,447.99463
-21072.379666,9,448.208702
-22084.799826,8,448.213792
-22071.449536,8,448.219299
-22085.673619,8,448.224299
-21074.285232,9,448.440767
-22077.695549,8,448.44627
-21072.034995,9,448.451276
-22071.324003,8,448.659343
-23073.376365,7,448.664852
-22087.409695,8,448.670357
-22077.142315,8,448.675859
-21072.420458,9,448.888709
-21073.005037,9,448.894707
-22073.6819,8,448.900145
-22097.386003,8,448.905646
-22105.152961,8,449.107159
-22070.963862,8,449.113162
-22070.805592,8,449.11867
-21072.642971,9,449.339853
-21079.608341,9,449.34585
-21073.04196,9,449.351883
-21071.936416,9,449.357953
-22071.92266,8,449.576981
-22072.237635,8,449.58198
-21073.468824,9,449.588491
-22071.954239,8,449.797812
-22071.58471,8,449.802812
-22071.209415,8,449.808321
-22073.89673,8,449.814323
-22071.675201,8,450.029212
-22071.252328,8,450.034214
-23079.563537,7,450.039721
-21073.136154,9,450.045721
-22070.81028,8,450.265105
-22072.679224,8,450.270609
-22107.185566,8,450.276111
-22071.144018,8,450.281118
-22099.235569,8,450.491001
-22089.657631,8,450.496502
-22071.185353,8,450.501505
-22072.440265,8,450.714936
-22075.928962,8,450.720445
-22071.514846,8,450.725945
-22071.125539,8,450.730951
-21073.346765,9,450.945263
-21072.657886,9,450.95077
-21073.159073,9,450.956967
-21072.807788,9,451.16934
-22070.854017,8,451.174341
-22088.992754,8,451.179848
-21072.003697,9,451.18635
-22076.107793,8,451.397824
-22072.663641,8,451.403822
-21073.796037,9,451.409328
-21073.835677,9,451.627295
-22115.424508,8,451.632299
-22073.370433,8,451.637802
-22089.780135,8,451.642804
-22072.182898,8,451.86014
-21073.450295,9,451.865901
-22071.651663,8,451.871905
-21072.397858,9,451.877409
-21073.800101,9,452.099102
-22072.503653,8,452.105102
-21072.281264,9,452.110611
-21073.429585,9,452.328169
-21073.156984,9,452.334171
-23075.678931,7,452.338603
-22113.314349,8,452.344603
-22073.375002,8,452.558502
-21073.234699,9,452.565005
-21073.039995,9,452.570521
-22072.017617,8,452.781564
-21071.795997,9,452.788069
-22070.968553,8,452.793071
-21073.469716,9,452.799577
-22092.508899,8,453.011086
-22072.809721,8,453.017134
-22077.470148,8,453.023133
-21073.26894,9,453.232049
-21073.011485,9,453.237553
-22072.042397,8,453.243556
-22074.012652,8,453.249065
-22083.176677,8,453.460016
-23076.101573,7,453.465016
-22095.89024,8,453.470193
-22071.655824,8,453.475191
-22072.467141,8,453.694493
-21073.675188,9,453.701004
-21073.629627,9,453.706504
-22076.223863,8,453.913541
-22116.521015,8,453.920059
-22120.57996,8,453.924566
-21083.124785,9,453.931075
-22070.874908,8,454.157322
-22070.788268,8,454.163327
-21073.548963,9,454.169643
-22071.627603,8,454.174643
-22071.806995,8,454.391978
-21096.822881,9,454.398484
-22079.660602,8,454.404485
-22074.812681,8,454.623233
-22082.321427,8,454.628744
-21071.957884,9,454.634744
-22075.359277,8,454.640254
-21072.854451,9,454.851769
-23071.779139,7,454.856272
-21073.72685,9,454.86228
-22111.485431,8,454.868292
-22084.760414,8,455.087362
-22071.672631,8,455.092365
-21073.087856,9,455.098878
-22080.606734,8,455.312567
-22075.147767,8,455.31808
-21073.202734,9,455.324079
-22076.554864,8,455.329198
-22072.44603,8,455.536589
-22073.530786,8,455.542593
-22074.964275,8,455.548099
-22094.615398,8,455.554102
-22112.225599,8,455.76715
-21071.518977,9,455.773656
-22096.880527,8,455.779167
-22078.767296,8,455.992682
-21072.677726,9,455.998281
-22070.759487,8,456.004283
-21076.176161,9,456.01079
-22070.997746,8,456.222269
-21072.887305,9,456.228775
-21072.912549,9,456.234776
-22071.407195,8,456.465133
-22103.420041,8,456.470146
-22097.816082,8,456.475151
-21073.195919,9,456.48166
-22097.778846,8,456.697589
-22071.440865,8,456.702592
-22071.454652,8,456.708096
-22070.670394,8,456.714098
-22108.380692,8,456.932061
-21072.937485,9,456.937564
-22072.824315,8,456.943567
-21080.255792,9,457.154231
-21072.941329,9,457.160745
-21072.961755,9,457.167256
-22085.480112,8,457.172319
-22082.729061,8,457.391833
-22082.751018,8,457.397343
-21071.01938,9,457.403343
-22098.667272,8,457.618289
-22077.450173,8,457.623291
-21072.062572,9,457.629569
-22074.199407,8,457.635567
-21072.363424,9,457.859155
-22073.269699,8,457.865155
-22104.017062,8,457.870667
-21072.215267,9,458.082524
-22087.553919,8,458.088028
-22097.271538,8,458.094031
-21071.844113,9,458.099539
-22071.966951,8,458.311891
-22105.404619,8,458.318399
-21080.911876,9,458.324403
-21072.273343,9,458.541264
-21073.23564,9,458.548772
-21072.256139,9,458.554772
-21073.214367,9,458.560844
-22072.016198,8,458.770017
-21079.144912,9,458.775522
-21073.079496,9,458.782028
-21077.924526,9,459.013007
-22071.678006,8,459.018512
-22090.885684,8,459.023512
-21072.822373,9,459.030018
-22080.400047,8,459.253418
-21072.965447,9,459.258926
-22072.292346,8,459.264926
-21073.898436,9,459.528411
-21072.315133,9,459.534412
-21074.478935,9,459.540473
-22070.986852,8,459.545473
-23077.880363,7,459.751075
-21072.849143,9,459.756577
-21073.905351,9,459.762582
-21071.152014,9,460.268254
-21069.496529,9,460.274755
-22082.65586,8,460.279869
-22105.407469,8,460.284868
-21073.137007,9,460.505526
-21073.908133,9,460.511032
-22096.050103,8,460.516536
-21081.733039,9,460.712956
-21096.118019,9,460.719064
-20073.48011,10,460.725064
-22071.403331,8,460.730574
-22092.925142,8,460.939343
-21073.561339,9,460.945343
-21073.094784,9,460.951857
-22079.366944,8,461.156735
-22111.34515,8,461.163053
-21073.134718,9,461.16856
-22092.851581,8,461.17456
-22085.379043,8,461.380005
-22102.950189,8,461.385005
-22095.976713,8,461.390512
-21072.628208,9,461.613215
-22115.144599,8,461.618721
-21073.883787,9,461.624723
-21072.632677,9,461.632231
-22075.189246,8,461.843798
-22071.366861,8,461.849306
-22096.66939,8,461.854305
-22101.477643,8,461.859811
-21071.662022,9,462.076602
-22084.984264,8,462.082118
-22071.70706,8,462.087629
-22095.977414,8,462.303382
-22076.805501,8,462.308894
-22074.98422,8,462.313893
-22080.010437,8,462.319401
-21107.123183,9,462.530099
-22092.084349,8,462.535099
-22091.64025,8,462.541605
-22102.204112,8,462.546608
-22072.891796,8,462.76424
-21073.099042,9,462.769746
-21073.043177,9,462.775746
-21071.417472,9,462.989047
-21072.323371,9,462.995049
-21073.288316,9,463.00128
-21071.462468,9,463.210737
-21073.260512,9,463.216739
-22072.205174,8,463.221769
-21078.817543,9,463.228273
-21071.922118,9,463.440074
-21073.244343,9,463.446075
-21072.117353,9,463.451586
-21070.798819,9,463.660777
-21072.134376,9,463.666779
-20073.678974,10,463.673287
-22073.02857,8,463.678795
-21073.35858,9,463.892564
-21073.010567,9,463.899081
-22086.060297,8,463.904077
-21073.298317,9,464.145221
-22071.357457,8,464.151731
-21071.962601,9,464.157232
-22082.955921,8,464.163236
-21082.382232,9,464.37572
-21071.391511,9,464.383229
-21070.967323,9,464.388733
-22088.358864,8,464.613687
-22070.854011,8,464.619195
-22097.566222,8,464.625195
-21073.635267,9,464.631704
-22071.797191,8,464.844711
-21072.778835,9,464.850222
-22098.343539,8,464.85622
-21073.358072,9,465.068607
-22070.696027,8,465.074611
-22090.654818,8,465.080117
-21072.358099,9,465.086119
-22083.444059,8,465.299398
-22071.163371,8,465.304398
-22108.817172,8,465.309905
-22090.996667,8,465.52587
-21084.801917,9,465.532378
-22071.868585,8,465.538887
-22085.595401,8,465.543892
-22077.542607,8,465.759177
-22108.04089,8,465.764176
-22080.225958,8,465.769755
-22088.34589,8,465.775759
-22072.58182,8,465.990358
-22075.491303,8,465.995357
-22096.035344,8,466.00087
-21078.512048,9,466.220437
-22094.963676,8,466.226941
-22071.450732,8,466.232944
-22071.60023,8,466.238962
-21072.484809,9,466.520775
-22070.967183,8,466.528283
-22086.247277,8,466.543797
-22071.538851,8,466.549311
-22071.41217,8,466.771982
-22098.396125,8,466.776981
-22122.811003,8,466.78302
-21082.872146,9,467.010796
-21090.919431,9,467.018305
-21073.192457,9,467.02431
-22095.39846,8,467.030818
-22116.091075,8,467.251291
-21073.780119,9,467.257293
-21072.769751,9,467.264666
-22091.646496,8,467.477149
-22099.978364,8,467.483155
-21073.526185,9,467.489188
-21072.20083,9,467.495188
-22082.32731,8,467.710892
-22110.239397,8,467.71589
-22101.940749,8,467.722397
-21073.738508,9,467.727903
-22085.688603,8,467.951804
-21073.374127,9,467.95831
-21073.203895,9,467.964313
-22113.212373,8,468.191209
-22127.957741,8,468.197711
-22112.144798,8,468.202716
-22071.816914,8,468.208224
-22093.553904,8,468.425043
-21094.562528,9,468.437065
-21078.112675,9,468.444073
-21088.478139,9,468.705375
-22082.845305,8,468.713884
-21072.490465,9,468.722397
-22072.562452,8,468.728907
-21071.716703,9,468.970276
-22090.184412,8,468.975785
-22092.002153,8,468.980294
-22104.273141,8,469.204375
-21073.676299,9,469.211497
-21072.839119,9,469.217499
-22072.004342,8,469.223011
-21072.977014,9,469.444056
-22078.979679,8,469.450567
-21071.850211,9,469.456567
-21094.30172,9,469.674391
-22071.11226,8,469.679899
-22078.8278,8,469.6849
-22071.384781,8,469.690409
-22071.508506,8,469.903422
-21073.715784,9,469.909596
-21073.591864,9,469.915597
-22099.973592,8,469.921712
-22075.127485,8,470.139411
-21071.267202,9,470.145411
-21072.530047,9,470.151841
-22071.62391,8,470.373674
-22087.121507,8,470.378541
-21072.380034,9,470.384542
-22072.022206,8,470.389626
-22072.631214,8,470.60837
-21072.956943,9,470.613371
-21072.977719,9,470.619676
-21072.614032,9,470.830694
-21072.674794,9,470.836694
-22106.907049,8,470.841062
-22118.842615,8,470.847319
-22077.658355,8,471.062345
-22090.793157,8,471.06842
-22070.830961,8,471.074929
-21072.169301,9,471.285665
-21086.627475,9,471.292748
-23075.636208,7,471.297251
-22078.568757,8,471.302256
-22089.559079,8,471.52353
-22080.362866,8,471.529038
-22099.868343,8,471.534043
-22072.034074,8,471.539552
-21074.417476,9,471.756236
-22083.970094,8,471.762746
-22120.884762,8,471.767746
-22074.474656,8,471.983538
-22071.805732,8,471.988558
-21073.108103,9,471.994563
-21073.535947,9,472.000635
-22102.527495,8,472.213484
-22092.023525,8,472.219832
-22086.912298,8,472.224831
-21072.49676,9,472.231341
-22089.179721,8,472.443186
-22109.275278,8,472.448696
-21071.218833,9,472.455696
-21073.086819,9,472.673095
-21071.016017,9,472.67911
-20073.532394,10,472.686117
-22077.502974,8,472.89437
-21073.353819,9,472.900439
-22073.601533,8,472.906438
-21073.437775,9,472.912517
-22112.024457,8,473.120437
-21092.135838,9,473.126437
-21112.002559,9,473.131488
-22087.684728,8,473.332147
-21070.91526,9,473.339661
-21080.542578,9,473.34566
-22070.732003,8,473.351168
-21072.13607,9,473.563477
-21080.618257,9,473.569857
-22071.504668,8,473.574857
-21073.463866,9,473.789932
-22102.434573,8,473.795932
-22092.421228,8,473.80144
-22111.514097,8,473.806441
-21073.380594,9,474.03597
-22071.336803,8,474.04148
-22086.548907,8,474.047481
-22071.047892,8,474.052649
-22071.57667,8,474.259668
-21072.732477,9,474.264669
-21072.447585,9,474.270761
-22118.650239,8,474.489205
-21071.252459,9,474.496209
-22130.611417,8,474.502721
-21072.249454,9,474.510228
-22079.374853,8,474.739684
-22088.018096,8,474.745684
-22105.568095,8,474.750726
-22108.496015,8,474.964659
-21071.206788,9,474.971169
-21073.274467,9,474.977674
-22106.477929,8,474.983678
-22071.34854,8,475.224663
-21073.440955,9,475.232176
-21073.171596,9,475.238687
-22077.577419,8,475.490581
-22071.880109,8,475.497581
-21073.470303,9,475.504656
-22072.226594,8,475.512168
-22085.308467,8,475.745648
-21073.129025,9,475.751668
-21100.186651,9,475.758741
-22083.616275,8,475.764742
-22072.065604,8,475.991718
-21072.560494,9,475.998743
-21072.306787,9,476.005743
-21071.618166,9,476.231354
-21071.942621,9,476.23786
-21070.917419,9,476.243865
-21072.826527,9,476.461197
-22070.786887,8,476.466198
-22077.147465,8,476.471709
-22065.376314,8,476.477708
-21076.124147,9,476.706361
-22071.313954,8,476.712869
-22070.800702,8,476.71787
-22071.430184,8,476.724136
-21072.757967,9,476.953875
-21072.653392,9,476.960898
-22079.213432,8,476.966898
-22072.476303,8,477.205047
-21072.762213,9,477.212557
-22076.76174,8,477.219069
-21073.385576,9,477.225069
-21074.941409,9,477.455487
-22088.298791,8,477.460997
-22098.375202,8,477.466996
-21072.143743,9,477.690786
-22071.928555,8,477.695787
-21080.245396,9,477.702944
-21088.178639,9,477.709145
-22093.38445,8,477.929533
-22071.338436,8,477.935533
-22071.899569,8,477.942049
-21087.659206,9,478.168343
-22094.456123,8,478.174345
-21072.083181,9,478.181371
-22071.777716,8,478.186373
-22074.050906,8,478.406569
-22089.029365,8,478.413078
-21072.386416,9,478.420213
-22073.059928,8,478.426214
-21071.613778,9,478.649041
-22099.627942,8,478.655046
-21071.981034,9,478.661193
-22087.811627,8,478.888022
-21073.778926,9,478.895032
-22071.765324,8,478.901541
-22080.249131,8,478.906542
-21071.794499,9,479.129827
-22086.787145,8,479.135827
-22110.662152,8,479.14206
-22071.308051,8,479.376645
-22070.890758,8,479.381661
-22070.984844,8,479.386662
-22098.586837,8,479.39317
-22072.266594,8,479.602932
-22072.105479,8,479.609173
-21072.998078,9,479.615175
-21071.792796,9,479.621359
-21072.852025,9,479.833243
-23073.227459,7,479.838242
-21073.228109,9,479.844498
-22103.331484,8,480.05618
-22070.327844,8,480.062247
-22070.964314,8,480.067246
-22096.027133,8,480.072286
-21099.351541,9,480.298421
-22084.535776,8,480.303427
-22071.386583,8,480.308937
-22080.552657,8,480.313938
-21070.814104,9,480.530362
-20073.299329,10,480.537362
